date,A,B,C,D,E,F,Target
2016-11-23 21:00,9.734,10.805,11.876,75.242,74.251,5.674,122.33658
2016-11-23 21:15,10.27,11.825,12.641,75.866,74.505,5.723,122.48865
2016-11-23 21:30,8.867,10.499,11.646,72.974,70.597,5.678,123.562065
2016-11-23 21:45,8.638,9.556,10.728,73.501,71.196,5.603,126.050735
2016-11-23 22:00,6.164,7.286,9.046,64.632,63.368,5.473,126.72972
2016-11-23 22:15,6.444,7.439,8.688,67.711,68.391,5.501,126.622604
2016-11-23 22:30,6.75,8,9.25,66.644,67.247,5.58,129.50272
2016-11-23 22:45,6.292,7.566,8.484,62.576,63.301,5.288,132.91525
2016-11-23 23:00,6.011,7.337,8.408,63.23,62.159,5.38,117.245155
2016-11-23 23:15,5.501,6.674,8.153,66.945,64.197,5.534,106.68977
2016-11-23 23:30,5.272,6.572,7.822,62.293,65.55,5.45,86.176254
2016-11-23 23:45,4.404,6.011,7.21,60.934,61.721,5.307,67.033005
2016-11-24 0:00,4.2,5.884,7.337,68.088,63.021,5.452,57.71737
2016-11-24 0:15,3.971,5.118,6.292,79.472,73.354,5.72,54.917927
2016-11-24 0:30,3.282,4.583,5.526,77.915,76.849,5.777,51.451252
2016-11-24 0:45,2.976,4.175,4.864,73.72,72,5.835,42.68065
2016-11-24 1:00,2.67,4.022,4.812,71.74,68.901,5.643,36.754055
2016-11-24 1:15,3.155,4.583,5.654,77.268,65.879,5.598,39.567734
2016-11-24 1:30,3.308,5.322,6.19,72.731,66.117,5.633,51.567818
2016-11-24 1:45,3.512,5.195,5.832,78.172,68.385,5.577,52.992634
2016-11-24 2:00,3.206,4.506,5.195,79.648,65.213,5.558,44.988598
2016-11-24 2:15,3.588,5.654,6.725,72.5,58.794,4.821,45.00232
2016-11-24 2:30,2.696,3.971,5.909,62.878,50.753,4.548,41.620743
2016-11-24 2:45,0.822,2.772,5.118,77.238,59.718,4.623,43.047005
2016-11-24 3:00,1.706,3.64,5.705,63.59,57.491,4.361,49.17905
2016-11-24 3:15,3.996,5.45,5.96,55.154,51.01,4.203,60.3449
2016-11-24 3:30,4.787,5.884,6.929,63.75,56.555,4.415,64.8226
2016-11-24 3:45,5.144,5.909,6.47,65.11,60.209,4.768,65.53456
2016-11-24 4:00,4.098,5.501,6.776,56.863,54.943,4.457,61.03094
2016-11-24 4:15,4.66,5.654,6.47,56.753,53.271,4.392,54.298965
2016-11-24 4:30,3.384,4.94,6.419,58.499,53.237,4.26,34.67616
2016-11-24 4:45,4.2,4.914,5.73,77.103,71.508,5.592,21.350435
2016-11-24 5:00,2.237,2.466,3.13,104.201,90.112,5.694,11.917372
2016-11-24 5:15,1.548,0.248,1.956,79.267,39.987,5.542,16.71875
2016-11-24 5:30,0.325,1.116,1.972,142.801,98.733,5.976,20.146996
2016-11-24 5:45,0,0.112,2.135,182.348,136.145,6.213,19.02032
2016-11-24 6:00,0.037,1.033,3.232,160.147,102.721,6.272,16.212614
2016-11-24 6:15,0.873,2.314,3.588,66.984,111.215,6.073,16.464067
2016-11-24 6:30,1.752,2.058,2.747,141.106,131.523,6.011,10.578302
2016-11-24 6:45,0.149,1.435,2.594,42.37,46.724,3.974,6.713372
2016-11-24 7:00,0,0.223,1.511,87.176,63.378,4.683,5.576276
2016-11-24 7:15,0.112,1.038,2.62,181.057,33.529,3.139,5.111872
2016-11-24 7:30,0,0,1.296,164.568,33.558,5.138,3.138003
2016-11-24 7:45,2.033,2.466,2.747,8.31,14.824,2.863,3.377709
2016-11-24 8:00,2.135,2.722,3.742,285.912,98.235,2.613,5.482014
2016-11-24 8:15,1.437,1.553,2.212,214.958,214.912,25.199,23.205154
2016-11-24 8:30,1.882,1.91,3.104,41.35,49.352,4.668,34.65101
2016-11-24 8:45,4.481,4.532,4.506,49.694,49.717,4.149,28.080828
2016-11-24 9:00,3.971,4.277,4.456,46.872,46.995,3.772,25.578657
2016-11-24 9:15,4.43,4.354,4.583,35.98,35.038,3.25,22.40919
2016-11-24 9:30,4.966,5.016,5.578,34.915,33.252,3.257,22.944931
2016-11-24 9:45,4.022,4.277,4.812,25.484,24.395,2.971,23.002745
2016-11-24 10:00,4.379,4.379,4.914,24.481,32.916,2.998,17.647045
2016-11-24 10:15,4.15,4.328,4.558,109.811,81.523,40.691,10.19849
2016-11-24 10:30,1.091,1.543,2.455,197.058,201.194,70.581,3.561675
2016-11-24 10:45,1.68,1.167,1.829,218.089,217.136,18.085,1.513574
2016-11-24 11:00,1.326,0.887,1.639,198.392,202.872,6.598,0.904911
2016-11-24 11:15,1.81,1.822,2.798,111.535,109.89,6.07,2.364164
2016-11-24 11:30,1.9,1.745,2.237,86.429,54.597,5.6,7.316259
2016-11-24 11:45,3.64,3.614,3.894,48.891,45.832,4.264,16.913872
2016-11-24 12:00,3.588,3.869,4.404,46.024,50.227,4.166,17.785305
2016-11-24 12:15,3.528,3.424,4.328,90.884,78.69,5.268,17.257923
2016-11-24 12:30,2.712,3.13,3.563,80.153,57.748,3.679,19.528915
2016-11-24 12:45,5.934,5.807,6.394,35.702,41.104,3.605,25.881588
2016-11-24 13:00,5.96,6.24,6.317,78.397,76.068,5.658,29.09142
2016-11-24 13:15,5.603,5.782,6.138,64.544,65.053,5.1,33.767185
2016-11-24 13:30,5.73,5.807,5.96,53.339,50.197,3.969,34.353687
2016-11-24 13:45,6.47,6.292,6.444,53.979,52.415,4.284,39.28238
2016-11-24 14:00,4.864,4.328,4.66,62.559,56.894,4.325,40.057484
2016-11-24 14:15,5.195,5.552,5.934,51.772,54.334,4.771,27.914103
2016-11-24 14:30,4.277,4.456,5.093,71.828,69.626,5.065,23.383165
2016-11-24 14:45,4.277,4.608,4.914,59.842,60.741,5.008,27.60088
2016-11-24 15:00,1.659,1.652,2.747,129.736,140.142,5.055,21.969261
2016-11-24 15:15,4.036,4.404,4.71,81.545,79.167,5.37,26.160645
2016-11-24 15:30,0.448,0.65,1.478,100.881,141.276,5.896,22.13872
2016-11-24 15:45,2.394,3.028,3.461,75.186,80.447,16.003,9.457026
2016-11-24 16:00,3.512,3.359,3.946,67.226,69.286,5.169,14.925384
2016-11-24 16:15,4.889,5.042,5.578,76.09,75.652,5.547,13.814562
2016-11-24 16:30,0.452,0.538,1.038,171.542,171.607,37.453,12.269935
2016-11-24 16:45,2.863,3.03,3.308,49.997,34.532,18.584,18.625942
2016-11-24 17:00,5.578,5.22,5.73,75.303,68.406,5.405,16.13891
2016-11-24 17:15,4.252,4.098,4.481,28.85,32.826,14.551,18.467112
2016-11-24 17:30,3.282,3.232,3.257,154.848,149.445,71.887,16.019554
2016-11-24 17:45,2.786,2.568,2.976,116.079,108.097,5.888,11.614507
2016-11-24 18:00,0.828,0.801,1.82,129.977,99.869,5.305,7.580112
2016-11-24 18:15,0.627,0.562,0.583,202.976,211.733,14.576,3.97629
2016-11-24 18:30,0.074,0.149,0.71,33.227,278.95,10.54,6.397871
2016-11-24 18:45,5.22,5.73,6.215,56.666,54.747,4.596,20.179207
2016-11-24 19:00,7.21,7.464,7.77,64.987,61.774,5.371,32.416157
2016-11-24 19:15,5.96,6.394,6.725,62.52,61.473,5.144,30.018595
2016-11-24 19:30,3.078,3.143,3.946,146.483,151.847,6.289,24.899372
2016-11-24 19:45,4.558,4.94,5.501,77.278,76.935,5.679,23.40387
2016-11-24 20:00,6.521,7.133,7.592,77.806,77.388,5.936,43.768337
2016-11-24 20:15,6.954,7.745,8.128,55.891,55.682,4.518,68.338524
2016-11-24 20:30,4.914,5.654,6.368,52.349,52.345,4.399,75.40796
2016-11-24 20:45,5.68,6.036,6.598,47.093,48.401,4.375,64.54512
2016-11-24 21:00,6.598,7.924,9.224,55.162,55.427,4.662,60.609406
2016-11-24 21:15,5.501,6.368,6.802,46.038,47.856,3.898,58.00504
2016-11-24 21:30,3.716,4.71,5.986,52.66,50.535,4.638,45.58095
2016-11-24 21:45,3.053,3.665,3.206,57.949,60.628,5.689,35.067806
2016-11-24 22:00,1.537,2.276,2.16,69.895,71.811,5.864,22.766685
2016-11-24 22:15,1.147,1.562,2.186,143.337,149.764,6.182,17.046232
2016-11-24 22:30,2.11,2.543,3.104,174.268,171.55,6.246,20.062958
2016-11-24 22:45,0.95,2.441,3.13,185.898,180.858,6.308,21.413818
2016-11-24 23:00,0.037,0.3,2.416,96.176,176.504,6.522,16.79278
2016-11-24 23:15,1.358,0.149,1.349,79.092,69.351,6.32,9.818944
2016-11-24 23:30,1.219,1.321,2.186,122.708,128.277,6.268,5.531262
2016-11-24 23:45,1.282,0.931,1.829,127.181,137.828,5.804,3.754177
2016-11-25 0:00,1.702,1.333,1.854,134.99,142.611,6.094,2.65737
2016-11-25 0:15,0.149,0,0.855,181.803,142.622,5.597,1.26776
2016-11-25 0:30,0,0,1.296,181.858,260.607,8.619,0.919871
2016-11-25 0:45,1.854,1.622,2.798,217.2,248.61,9.742,1.091222
2016-11-25 1:00,2.11,1.931,2.466,224.759,262.43,11.176,0.994555
2016-11-25 1:15,1.18,0,1.008,198.585,262.435,10.959,1.255164
2016-11-25 1:30,2.645,0,0.186,145.366,232.612,10.936,2.180397
2016-11-25 1:45,3.104,1.159,0.409,147.898,147.911,11.034,2.252489
2016-11-25 2:00,3.359,3.232,2.058,143.439,145.712,5.634,0.894866
2016-11-25 2:15,2.849,2.62,1.358,146.194,149.01,6.39,0.847049
2016-11-25 2:30,3.206,3.767,2.722,140.679,141.922,6.451,0.780037
2016-11-25 2:45,2.314,2.466,2.798,130.226,138.756,6.517,0.486529
2016-11-25 3:00,0,0.286,2.849,120.968,133.993,6.514,0.462926
2016-11-25 3:15,0,0,1.294,120.969,134,6.304,0.457457
2016-11-25 3:30,0.446,0.632,1.676,120.999,134.123,6.391,0.457101
2016-11-25 3:45,2.212,2.186,2.364,122.114,134.114,6.623,0.464722
2016-11-25 4:00,2.747,2.824,3.818,150.397,147.124,6.36,0.471404
2016-11-25 4:15,3.078,4.481,3.742,152.764,159.404,6.518,0.464046
2016-11-25 4:30,3.742,4.532,3.588,157.849,158.666,6.071,0.474458
2016-11-25 4:45,3.206,4.2,2.492,167.338,166.627,5.645,0.475289
2016-11-25 5:00,2.518,3.232,2.492,193.126,183.169,6.218,0.465382
2016-11-25 5:15,2.186,3.742,3.334,178.647,181.807,6.272,0.51329
2016-11-25 5:30,2.9,2.466,2.058,175.769,181.435,6.057,0.509679
2016-11-25 5:45,1.347,2.466,2.416,159.219,169.818,6.095,0.498554
2016-11-25 6:00,2.594,4.302,2.39,168.191,170.1,5.938,0.479869
2016-11-25 6:15,3.206,5.246,4.736,161.231,168.367,6.134,0.463322
2016-11-25 6:30,4.506,5.476,4.302,161.274,174.772,6.059,0.850521
2016-11-25 6:45,4.864,5.654,6.342,44.689,49.758,3.809,10.535446
2016-11-25 7:00,3.334,4.506,5.501,65.08,54.557,4.063,50.619587
2016-11-25 7:15,2.16,3.308,4.889,68.343,61.228,5.274,73.23761
2016-11-25 7:30,2.951,3.232,4.558,130.016,106.045,6.051,91.46921
2016-11-25 7:45,3.742,4.71,5.45,112.992,102.665,5.916,106.52015
2016-11-25 8:00,5.858,7.006,7.949,86.652,82.167,5.846,126.14556
2016-11-25 8:15,6.852,7.77,8.434,80.707,81.624,5.858,146.43697
2016-11-25 8:30,7.668,8.026,8.612,84.087,83.3,5.805,162.61057
2016-11-25 8:45,9.224,9.76,10.27,79.035,76.674,5.754,154.5528
2016-11-25 9:00,10.626,11.366,12.004,81.953,80.385,5.829,129.5994
2016-11-25 9:15,10.04,10.83,11.494,84.098,81.807,5.852,125.94022
2016-11-25 9:30,9.989,10.907,11.544,80.719,81.934,5.784,121.50572
2016-11-25 9:45,10.244,11.238,12.029,90.842,92.636,5.843,114.4632
2016-11-25 10:00,10.295,11.111,11.519,87.08,86.67,5.872,106.70288
2016-11-25 10:15,10.601,11.442,12.106,82.865,81.543,5.874,104.77386
2016-11-25 10:30,11.238,12.31,12.768,81.926,76.478,5.724,103.90973
2016-11-25 10:45,11.009,11.723,12.284,85.988,82.9,5.853,105.20381
2016-11-25 11:00,9.454,10.652,11.213,82.81,83.051,5.849,107.27489
2016-11-25 11:15,10.218,10.805,11.366,89.885,87.626,5.933,110.08624
2016-11-25 11:30,9.76,10.32,10.576,86.465,85.464,5.989,112.99006
2016-11-25 11:45,10.142,10.448,10.856,94.558,91.886,5.876,116.56943
2016-11-25 12:00,9.198,9.81,10.168,82.212,79.052,5.766,125.9335
2016-11-25 12:15,9.836,9.989,10.78,71.932,73.252,5.724,139.83775
2016-11-25 12:30,9.326,9.81,10.142,97.955,95.185,5.895,130.05568
2016-11-25 12:45,8.484,9.071,9.708,85.784,82.518,5.866,123.51491
2016-11-25 13:00,8.153,8.688,9.122,90.565,91.354,5.929,130.39949
2016-11-25 13:15,8.026,8.51,8.816,82.786,81.037,5.835,115.21243
2016-11-25 13:30,6.623,6.827,7.949,76.271,75.475,5.641,92.58765
2016-11-25 13:45,6.521,6.546,7.362,54.599,53.333,4.513,87.982666
2016-11-25 14:00,7.056,7.439,7.516,96.757,91.539,5.889,86.069725
2016-11-25 14:15,6.827,7.362,7.388,74.01,74.939,5.79,80.023735
2016-11-25 14:30,7.516,7.924,7.796,83.848,81.731,5.824,77.38205
2016-11-25 14:45,7.082,7.235,7.49,71.082,71.228,5.633,62.580242
2016-11-25 15:00,6.419,6.725,7.439,82.776,80.212,5.765,44.246117
2016-11-25 15:15,5.884,6.19,6.648,65.42,64.716,5.085,46.731716
2016-11-25 15:30,5.909,5.974,6.394,73.375,76.742,5.586,39.084843
2016-11-25 15:45,6.011,6.521,6.7,79.177,77.308,5.835,33.134293
2016-11-25 16:00,5.73,6.292,6.47,73.279,70.245,5.76,38.873295
2016-11-25 16:15,4.124,4.226,5.042,62.041,60.288,4.859,34.928383
2016-11-25 16:30,6.266,6.266,6.776,43.609,45.63,4.291,40.009716
2016-11-25 16:45,4.506,4.685,5.068,56.901,56.723,4.484,38.140476
2016-11-25 17:00,4.252,4.506,4.838,43.946,41.761,3.491,30.384714
2016-11-25 17:15,5.22,5.526,5.73,62.349,60.067,4.952,35.842148
2016-11-25 17:30,4.914,4.864,5.424,56.7,54.268,4.458,41.811752
2016-11-25 17:45,5.501,5.628,5.909,56.928,55.615,4.674,45.009167
2016-11-25 18:00,5.348,5.297,5.705,46.077,46.415,3.843,51.674698
2016-11-25 18:15,5.195,5.068,5.68,58.239,55.773,4.526,58.4689
2016-11-25 18:30,6.852,7.439,7.822,58.354,60.362,5.195,76.63926
2016-11-25 18:45,7.439,7.77,8.382,68.809,66.372,5.528,116.55041
2016-11-25 19:00,7.439,7.414,7.872,59.113,57.359,4.779,125.90406
2016-11-25 19:15,7.694,7.949,8.459,66.12,65.878,5.649,130.33832
2016-11-25 19:30,8.382,9.198,9.836,62.936,62.3,5.21,131.16846
2016-11-25 19:45,7.541,7.516,8.026,46.702,47.235,3.818,134.75633
2016-11-25 20:00,8.357,8.816,9.352,55.581,53.594,4.426,126.35102
2016-11-25 20:15,7.72,8.434,8.918,52.32,48.373,3.911,123.099724
2016-11-25 20:30,7.847,8.586,9.02,49.415,48.651,3.851,111.28974
2016-11-25 20:45,6.827,7.77,8.612,48.964,46.864,3.552,98.71632
2016-11-25 21:00,6.342,7.082,7.694,52.234,51.5,4.065,89.34693
2016-11-25 21:15,6.138,6.954,7.031,51.284,50.465,3.941,81.80673
2016-11-25 21:30,5.272,6.317,7.006,54.505,55.239,4.322,76.87831
2016-11-25 21:45,5.272,6.47,7.362,58.51,55.101,4.305,71.69863
2016-11-25 22:00,5.45,6.521,7.439,57.278,54.206,4.348,69.2866
2016-11-25 22:15,6.011,6.904,7.668,52.683,52.292,4.071,72.93831
2016-11-25 22:30,6.725,7.388,8.434,51.316,49.245,4.095,81.60594
2016-11-25 22:45,5.603,6.75,7.745,55.278,51.745,4.159,81.78203
2016-11-25 23:00,5.986,6.368,7.618,49.587,47.081,3.624,77.9314
2016-11-25 23:15,5.578,6.266,7.031,48.276,45.361,3.532,72.65185
2016-11-25 23:30,5.654,6.929,7.566,55.7,54.169,4.36,79.18105
2016-11-25 23:45,5.756,6.725,7.541,61.83,59.043,4.8,79.69359
2016-11-26 0:00,7.414,8.28,9.198,64.44,63.328,5.118,84.76098
2016-11-26 0:15,6.802,7.949,8.994,67.926,64.613,5.383,81.87909
2016-11-26 0:30,5.756,6.648,7.286,71.53,70.424,5.677,75.363235
2016-11-26 0:45,4.2,5.17,5.96,81.426,76.874,5.969,52.869316
2016-11-26 1:00,3.282,3.64,4.098,95.669,91.723,6.039,43.86243
2016-11-26 1:15,1.956,2.466,2.951,68.954,75.282,6,47.607105
2016-11-26 1:30,0,0.112,1.082,150.024,143.223,6.084,57.228943
2016-11-26 1:45,1.894,2.339,3.18,72.559,66.233,5.035,51.5384
2016-11-26 2:00,7.337,7.872,8.638,73.679,68.059,5.664,55.58497
2016-11-26 2:15,6.266,7.184,8.204,86.721,81.997,6.11,77.766655
2016-11-26 2:30,5.195,5.705,6.24,109.302,103.459,6.099,136.21747
2016-11-26 2:45,6.878,7.541,8.382,84.025,83.938,6.067,152.73497
2016-11-26 3:00,9.046,10.193,11.417,88.803,87.675,5.995,140.85168
2016-11-26 3:15,9.989,11.034,12.514,86.558,84.347,5.982,137.40878
2016-11-26 3:30,9.708,10.703,11.621,77.405,78.446,5.922,140.00378
2016-11-26 3:45,8.892,9.683,10.652,86.371,85.278,5.935,140.419
2016-11-26 4:00,9.25,10.499,11.646,102.577,102.016,5.867,144.32022
2016-11-26 4:15,8.892,9.734,10.626,104.929,103.445,5.914,140.24677
2016-11-26 4:30,9.122,10.346,11.238,109.393,104.427,5.887,139.25262
2016-11-26 4:45,10.04,11.417,12.386,93.511,90.25,5.93,134.7549
2016-11-26 5:00,10.703,11.85,13.049,91.627,91.676,5.826,140.97455
2016-11-26 5:15,10.142,10.932,11.646,94.016,95.041,5.788,144.63084
2016-11-26 5:30,10.882,12.335,13.176,98.794,97.146,5.844,149.81955
2016-11-26 5:45,11.596,12.616,13.406,91.654,90.448,5.834,151.38884
2016-11-26 6:00,10.218,11.086,11.621,107.474,104.413,5.869,147.15193
2016-11-26 6:15,8.536,9.198,9.912,113.284,112.699,5.934,148.30937
2016-11-26 6:30,8.714,9.479,10.04,102.916,99.484,5.88,147.36409
2016-11-26 6:45,7.312,8.357,9.046,113.585,112.861,5.961,153.36806
2016-11-26 7:00,7.618,8.484,9.504,102.956,103.3,5.918,160.76051
2016-11-26 7:15,8.561,9.556,10.576,104.994,103.448,5.877,159.99524
2016-11-26 7:30,9.504,10.346,11.264,104.456,106.018,5.909,160.06421
2016-11-26 7:45,10.601,11.494,12.488,97.415,100.036,5.848,160.17201
2016-11-26 8:00,9.377,10.295,10.882,95.279,95.595,5.836,158.00826
2016-11-26 8:15,9.275,10.474,11.519,85.852,84.226,5.92,149.27835
2016-11-26 8:30,10.448,11.06,11.34,92.016,87.802,5.898,149.54846
2016-11-26 8:45,10.55,11.315,12.106,82.904,83.612,5.932,146.22786
2016-11-26 9:00,9.377,10.04,10.754,83.355,85.094,5.937,138.0591
2016-11-26 9:15,9.479,10.27,10.652,88.993,85.392,5.938,132.47263
2016-11-26 9:30,10.728,11.494,11.596,88.2,86.672,5.862,128.32193
2016-11-26 9:45,10.754,11.8,12.258,75.106,75,5.775,123.29779
2016-11-26 10:00,10.04,11.392,12.08,86.788,80.974,5.866,122.89323
2016-11-26 10:15,11.162,11.927,13.074,74.919,75.066,5.772,119.689575
2016-11-26 10:30,10.601,11.85,12.156,65.778,66.434,5.517,113.95932
2016-11-26 10:45,8.918,9.352,10.142,70.642,69.32,5.521,112.52813
2016-11-26 11:00,10.014,10.601,10.499,88.537,85.452,6.005,106.14026
2016-11-26 11:15,11.009,11.85,12.284,88.861,86.73,5.998,104.504745
2016-11-26 11:30,10.193,10.984,11.494,102.457,103.765,5.932,105.03605
2016-11-26 11:45,9.428,10.193,10.32,112.956,110.568,6.032,109.263885
2016-11-26 12:00,7.643,7.77,7.72,117.802,119.702,6.086,113.280716
2016-11-26 12:15,7.668,8.332,8.408,127.407,127.864,6.241,86.67542
2016-11-26 12:30,6.317,6.802,7.006,128.732,126.172,6.226,35.304455
2016-11-26 12:45,4.124,4.506,4.71,122.305,121.336,6.18,25.577408
2016-11-26 13:00,4.252,4.354,4.71,134.712,129.731,6.133,13.975879
2016-11-26 13:15,2.52,3.169,3.602,142.461,142.77,6.145,5.768457
2016-11-26 13:30,2.186,2.364,2.9,109.779,103.802,5.893,5.003131
2016-11-26 13:45,3.64,3.538,3.869,87.605,85.4,5.952,5.082374
2016-11-26 14:00,3.104,2.772,3.155,47.057,53.09,4.644,3.696481
2016-11-26 14:15,0.808,0.963,0.92,212.463,331.982,21.9,1.766836
2016-11-26 14:30,3.64,3.64,3.742,314.907,302.081,119.078,23.647104
2016-11-26 14:45,5.424,5.552,5.909,294.143,295.301,19.573,24.20054
2016-11-26 15:00,1.9,1.902,2.853,224.27,191.186,32.163,22.477053
2016-11-26 15:15,2.16,1.87,2.798,73.882,48.188,3.841,38.132534
2016-11-26 15:30,5.042,5.476,5.832,174.297,168.177,6.303,48.11079
2016-11-26 15:45,4.404,4.608,4.966,178.317,176.878,6.31,39.172047
2016-11-26 16:00,1.402,1.792,2.39,195.901,182.546,6.415,45.240345
2016-11-26 16:15,6.011,6.648,7.108,201.104,196.326,6.813,54.346867
2016-11-26 16:30,4.124,4.456,4.583,169.203,169.291,6.315,32.795124
2016-11-26 16:45,4.073,4.481,4.812,167.98,167.405,6.172,25.015224
2016-11-26 17:00,4.736,4.481,4.838,137.176,131.147,6.336,17.626896
2016-11-26 17:15,4.736,4.914,5.272,132.625,131.595,6.36,10.223054
2016-11-26 17:30,3.155,3.282,3.69,124.475,133.269,6.317,7.983124
2016-11-26 17:45,2.253,2,2.543,156.66,152.235,6.696,5.825469
2016-11-26 18:00,1.975,2.151,2.645,113.555,111.997,5.907,6.917797
2016-11-26 18:15,1.124,0.989,1.829,98.258,91.814,5.869,7.618491
2016-11-26 18:30,4.252,4.226,4.71,152.069,148.233,6.355,10.822502
2016-11-26 18:45,3.028,3.384,3.996,153.56,152.358,6.408,12.18969
2016-11-26 19:00,0.812,1.388,1.729,89.34,88.489,6.011,10.789739
2016-11-26 19:15,2.518,2.62,2.951,118.969,120.196,6.402,5.783924
2016-11-26 19:30,0.599,1.265,2,167.744,181.182,6.535,3.254273
2016-11-26 19:45,1.486,1.602,2.135,133.143,137.749,6.44,3.831737
2016-11-26 20:00,3.614,3.767,4.073,145.625,146.546,6.588,6.460599
2016-11-26 20:15,1.2,1.718,2.492,176.292,168.21,6.35,7.832627
2016-11-26 20:30,3.563,3.971,4.608,129.112,134.639,6.626,7.383074
2016-11-26 20:45,3.512,3.742,4.2,44.702,45.568,4.462,10.479423
2016-11-26 21:00,3.359,4.048,4.762,16.334,17.294,2.961,21.401737
2016-11-26 21:15,7.924,8.714,8.994,170.538,152.646,135.989,40.729073
2016-11-26 21:30,5.424,6.904,8,170.467,160.526,136.339,42.260906
2016-11-26 21:45,5.501,6.419,7.541,28.001,15.319,33.101,32.40502
2016-11-26 22:00,3.818,4.66,5.68,21.799,10.59,2.653,22.012985
2016-11-26 22:15,1.437,2.976,4.379,30.049,21.518,2.862,14.201331
2016-11-26 22:30,0.859,0.448,1.511,125.39,91.381,5.949,9.741749
2016-11-26 22:45,1.6,1.548,2.058,139.924,146.375,6.103,4.114417
2016-11-26 23:00,2.39,2.262,2.645,123.278,110.089,6.246,2.323078
2016-11-26 23:15,2.466,2.364,2.798,143.794,121.986,6.293,1.365826
2016-11-26 23:30,1.205,1.46,2.772,149.923,116.75,6.116,1.801971
2016-11-26 23:45,0.918,2.084,3.282,139.914,81.969,5.765,3.71511
2016-11-27 0:00,1.6,2.262,2.722,126.923,97.927,5.991,7.00653
2016-11-27 0:15,2.874,3.92,5.705,123.78,104.16,6.344,8.722906
2016-11-27 0:30,3.078,3.946,4.124,130.245,114.966,6.192,2.934462
2016-11-27 0:45,2.084,2.084,2.262,111.871,94.774,6.115,6.270567
2016-11-27 1:00,2.288,1.71,2.033,268.336,278.131,28.296,71.094345
2016-11-27 1:15,7.388,8.178,8.74,279.194,277.308,16.863,126.22668
2016-11-27 1:30,8.076,8.586,9.096,292.261,294.984,20.493,129.97548
2016-11-27 1:45,5.705,6.419,7.464,306.566,305.645,22.418,81.90437
2016-11-27 2:00,4.481,4.966,5.424,307.114,312.567,28.286,53.02777
2016-11-27 2:15,5.042,5.501,6.164,261.424,261.577,180.92,42.076702
2016-11-27 2:30,4.787,5.272,5.96,19.165,19.084,12.626,29.557516
2016-11-27 2:45,4.048,4.404,5.144,34.132,35.158,3.572,22.05937
2016-11-27 3:00,3.308,3.869,4.354,46.529,37.288,28.674,36.895103
2016-11-27 3:15,7.006,7.72,8.484,197.67,144.975,150.56,73.16313
2016-11-27 3:30,5.322,5.909,6.623,16.094,16.731,2.738,74.53845
2016-11-27 3:45,5.986,6.75,7.235,285.709,302.815,85.222,71.3771
2016-11-27 4:00,3.716,4.252,4.456,331.648,333.795,42.952,38.809444
2016-11-27 4:15,3.002,3.614,3.971,324.522,326.386,54.173,8.490029
2016-11-27 4:30,0.112,0.074,1.778,57.868,49.44,14.719,1.316081
2016-11-27 4:45,2.441,1.653,1.653,194.492,208.628,8.327,1.74533
2016-11-27 5:00,3.614,3.767,3.818,125.247,119.759,6.554,12.851328
2016-11-27 5:15,4.048,5.042,4.991,121.333,121.713,6.506,43.77593
2016-11-27 5:30,5.195,5.858,6.19,133.668,138.722,6.635,43.294437
2016-11-27 5:45,4.43,4.864,5.016,133.228,136.045,6.6,45.974922
2016-11-27 6:00,5.858,5.832,6.292,143.109,146.292,6.47,98.07974
2016-11-27 6:15,4.379,5.093,5.934,128.552,128.262,6.373,79.997765
2016-11-27 6:30,5.144,5.807,6.572,131.974,130.978,6.306,104.97439
2016-11-27 6:45,6.292,7.592,8.357,134.551,133.766,6.368,128.12341
2016-11-27 7:00,6.827,7.949,8.536,124.402,123.016,6.175,124.68325
2016-11-27 7:15,6.368,7.49,8.357,123.066,122.236,6.14,133.64792
2016-11-27 7:30,6.878,7.618,8.102,124.687,124.887,6.171,103.54019
2016-11-27 7:45,6.598,7.056,8.026,131.16,129.803,6.324,83.63334
2016-11-27 8:00,6.368,6.827,7.77,124.231,126.811,6.23,76.6951
2016-11-27 8:15,6.572,6.852,7.158,130.339,129.97,6.367,53.07353
2016-11-27 8:30,5.884,6.164,6.215,132.441,132.558,6.4,29.83618
2016-11-27 8:45,5.322,5.476,5.782,136.867,134.705,6.552,18.548616
2016-11-27 9:00,4.685,4.94,5.22,142.586,143.494,6.556,12.220879
2016-11-27 9:15,3.282,3.334,3.588,153.901,151.27,6.304,12.876903
2016-11-27 9:30,2.798,2.531,2.926,142.504,147.749,6.181,6.278964
2016-11-27 9:45,2.492,2.237,2.874,157.973,159.502,6.054,1.653588
2016-11-27 10:00,1.374,1.588,2.16,148.46,148.947,6.225,1.931603
2016-11-27 10:15,1.147,1.274,1.906,133.341,138.802,6.406,1.09541
2016-11-27 10:30,0.746,0,0.571,270.435,207.03,6.224,0.613591
2016-11-27 10:45,1.588,0.808,1.374,39.596,48.436,5.806,0.598312
2016-11-27 11:00,0.861,0.824,1.247,84.683,39.354,5.364,0.748978
2016-11-27 11:15,1.755,1.412,1.65,329.259,333.582,72.895,3.215147
2016-11-27 11:30,0.474,0.274,0.91,249.629,241.316,9.065,8.208526
2016-11-27 11:45,1.453,1.077,2.126,239.825,273.395,15.733,57.996063
2016-11-27 12:00,2.518,2.594,3.104,217.334,207.753,7.687,55.363132
2016-11-27 12:15,5.909,5.832,5.909,243.026,243.388,10.566,61.426327
