date,hight,lowt,meant,sidu,fallrain,Target
2014-8-19,32.5,25.2,28.5,83,19.9,895136.9517
2014-8-20,26.6,23.9,24.8,95,54.5,807201.1271
2014-8-21,31.9,24,26.9,83,0,825368.3394
2014-8-22,31,25.1,27.5,84,10,841393.7018
2014-8-23,32.9,25.3,28.6,78,0,821693.6096
2014-8-24,33.5,25.7,29.5,68,0,706733.876
2014-8-25,34.7,25.7,29.7,70,0,856920.9962
2014-8-26,34.3,26.3,30,70,0,901535.838
2014-8-27,33.2,26.5,30.1,65,0,907119.7709
2014-8-28,33.2,27.5,30.1,66,0,908981.8658
2014-8-29,34,26.7,29.9,70,0,909384.2929
2014-8-30,34.4,26.4,30.2,68,0,865011.8383
2014-8-31,32.5,25,28.4,76,14.6,705221.355
2014-9-1,33,25.7,27.4,85,23.1,817562.8345
2014-9-2,33.9,25.5,29.1,77,0,879463.4831
2014-9-3,34.8,27,30.2,71,0,909541.3053
2014-9-4,35.1,26.7,30.3,66,0.9,916520.7598
2014-9-5,32.6,25,28,78,2.4,884093.7807
2014-9-6,33.7,24.8,28.7,73,0,821635.1449
2014-9-7,33.6,27.1,29.5,72,0.2,663384.4964
2014-9-8,30.5,25.6,27.8,84,38,472087.3383
2014-9-9,32.2,26,28.4,82,3,750013.2729
2014-9-10,34.2,26.7,29.5,74,0,871885.7324
2014-9-11,34.2,25.9,29.1,77,5.7,892702.8425
2014-9-12,31.5,26.3,27.9,80,7,872610.5153
2014-9-13,31.2,25.8,27.5,85,19.1,840504.642
2014-9-14,34.3,26,29,79,0,740681.6772
2014-9-15,33.6,26.6,29.4,73,9.8,859624.82
2014-9-16,28,25.4,26.5,85,22.1,833156.748
2014-9-17,30.6,25.3,27.5,84,5.8,840064.9615
2014-9-18,33.7,25.5,29,76,0,866717.3144
2014-9-19,34.8,26.6,30.2,71,0,899550.1312
2014-9-20,31.7,26.5,28.5,66,0,841246.851
2014-9-21,27.7,24.5,26.2,63,0,665638.8669
2014-9-22,30.6,23.5,27.1,62,0,786500.7973
2014-9-23,31.6,23.5,27.3,65,1.3,819734.3825
2014-9-24,31.4,24.4,27.7,72,0,839682.8293
2014-9-25,33.5,25.3,28.7,70,0,860253.1402
2014-9-26,33.1,25.4,28.8,70,0,870772.9536
2014-9-27,34,26.9,29.1,70,0,861554.0817
2014-9-28,34,25.5,29.2,69,0,807148.3389
2014-9-29,34.1,26.1,29.6,70,0,859627.5846
2014-9-30,35.2,26.9,30.3,71,0,808354.9765
2014-10-1,32.7,23.9,28.2,74,44.3,460678.4623
2014-10-2,32.8,25.3,29,71,0.2,438298.4268
2014-10-3,33.1,24.4,28.4,72,30.6,502456.726
2014-10-4,31.7,24.3,27.4,73,0.2,629947.7592
2014-10-5,30.4,23.5,27,61,0,663653.9265
2014-10-6,29.6,22.6,26.5,43,0,739413.9856
2014-10-7,28.8,22,25.7,48,0,754197.9332
2014-10-8,28.4,21.3,24.9,56,0,756585.7452
2014-10-9,29.5,23.1,26,50,0,769536.1975
2014-10-10,29.1,22.5,25.7,54,0,766675.0449
2014-10-11,31.2,23.2,26.9,54,0,761115.3203
2014-10-12,30.6,23.3,26.9,51,0,652529.9751
2014-10-13,28.5,22.4,25.5,44,0,732831.149
2014-10-14,27.9,21.4,24.3,49,0,743211.2641
2014-10-15,28.2,19.6,23.9,53,0,738575.5404
2014-10-16,29.3,21.2,24.6,64,0,743432.8158
2014-10-17,28.7,19.8,24.4,59,0,742090.6217
2014-10-18,29.2,20.4,24.6,63,0,718943.0765
2014-10-19,29.9,22.1,25.6,68,0,606599.4466
2014-10-20,30.4,21.9,25.7,72,0,740966.157
2014-10-21,32,24.2,27.2,72,0,799221.4475
2014-10-22,29.7,24.5,26.5,61,0,788573.0279
2014-10-23,26.4,23.4,24.5,58,0,756222.5669
2014-10-24,26.6,22.4,24.2,71,0,752063.578
2014-10-25,28.3,21.3,24.3,76,0,721655.6052
2014-10-26,28.8,22.6,25.2,74,0.1,614479.1206
2014-10-27,31.8,22.9,26.6,66,0,739057.1787
2014-10-28,29.9,21.9,25.8,60,0,758560.4559
2014-10-29,30.3,23.8,26.1,64,0,768785.4768
2014-10-30,29.6,23.2,26,67,0,770064.6706
2014-10-31,30.5,22.2,25.8,74,0,752862.5772
2014-11-1,31.3,22.9,26.2,78,0,697148.659
2014-11-2,25.9,22.7,24.3,77,1.2,550662.0647
2014-11-3,22.6,19.5,20.4,56,0,651101.9441
2014-11-4,24.4,19.9,21.6,58,0,696254.5293
2014-11-5,25.4,21.4,23.3,72,0,714213.3611
2014-11-6,23.9,21.2,22.4,84,0.1,719206.9467
2014-11-7,22.3,17.7,19.8,85,1,705693.5588
2014-11-8,20.2,16.9,18.2,94,9.9,669008.511
2014-11-9,22.5,18.5,19.8,77,0,554945.7058
2014-11-10,23.4,18.6,20.5,82,0,665954.3068
2014-11-11,22.8,19.5,20.7,87,1.7,700296.3823
2014-11-12,20.7,17.8,19.5,87,0.6,698845.2111
2014-11-13,19.6,17.4,18.5,73,0,695074.6737
2014-11-14,21.7,17.2,18.8,71,0,691577.2196
2014-11-15,25.6,18.2,21.1,67,0,657235.8582
2014-11-16,26.5,17.7,21.8,69,0,529910.8073
2014-11-17,23.5,17,20.1,62,0,649529.668
2014-11-18,22.7,15.1,18.6,64,0,688717.6506
2014-11-19,23.2,16.7,19.4,60,0,690811.9154
2014-11-20,24.8,15.9,19.9,64,0,693069.9648
2014-11-21,26.1,17.1,21.1,72,0,694591.4892
2014-11-22,27.8,18,22.3,74,0,672841.5033
2014-11-23,28.5,19.2,23.1,75,0,562946.7906
2014-11-24,28.5,19.4,23.4,75,0,679753.0881
2014-11-25,27.7,19.5,23.4,79,0,713183.9902
2014-11-26,26.8,19,22.5,76,0,709068.7505
2014-11-27,27.7,19.7,23,76,0,708107.25
2014-11-28,26.9,21.6,23.6,80,0,711520.0761
2014-11-29,28.2,22.6,24.8,81,0,677386.1117
2014-11-30,28.3,23,25.2,82,0,534048.5186
2014-12-1,25.6,16.5,19.9,70,0.3,619117.0202
2014-12-2,16.5,12.4,13.9,82,3.6,671865.6256
2014-12-3,17.9,12.8,15.1,92,6,679606.8422
2014-12-4,16.7,10,13.4,79,8.4,688031.0267
2014-12-5,18,11.6,14,48,0,687039.9632
2014-12-6,19.2,12.4,15.2,55,0,656269.4684
2014-12-7,16.8,13.4,14.7,76,0.7,551321.8237
2014-12-8,19.6,11.9,14.9,81,3.2,651209.4297
2014-12-9,22.7,15.4,18.2,64,0,682177.3117
2014-12-10,23.1,16.2,19.4,66,0,686464.0814
2014-12-11,20.1,15.3,17.1,60,0,685497.2376
2014-12-12,16.6,11,13.1,52,0,687159.7212
2014-12-13,16.6,8.2,12.3,38,0,658098.0672
2014-12-14,18.9,9.5,13.7,45,0,535694.5293
2014-12-15,19,13.1,15.5,60,0,646812.8517
2014-12-16,17.5,13.9,15.8,44,0,673407.9036
2014-12-17,15.5,8.8,12.2,24,0,681047.3674
2014-12-18,14.5,7.9,11.2,35,0,687913.3368
2014-12-19,13.1,9.5,11,79,4.7,691404.6768
2014-12-20,18.1,7.5,12,67,0.1,648430.4604
2014-12-21,19.2,11,14.5,55,0,546080.6142
2014-12-22,16.2,7.8,12.2,33,0,646219.1694
2014-12-23,13.4,9.3,11.4,63,0.8,688842.4619
2014-12-24,20.3,10.4,14.3,79,0,681196.0491
2014-12-25,18.7,15.7,17,81,0.6,683725.5935
2014-12-26,18.1,14.3,15.9,86,4.3,679045.4068
2014-12-27,16,13.2,14.3,96,11,663636.1668
2014-12-28,14.5,11,12.6,87,4.8,583535.3397
2014-12-29,18,7.4,11.8,64,0,643876.1376
2014-12-30,19.6,7.6,13.3,59,0,636221.1203
2014-12-31,21.3,9,14.6,62,0,564521.3329
2015-1-1,20.1,11,15.6,44,0,328177.1663
2015-1-2,19.6,9.3,14.1,42,0,463446.3443
2015-1-3,20.8,10.1,14.5,67,0,569665.4856
2015-1-4,22.8,11.6,16.3,70,0,579139.4827
2015-1-5,23.9,16.8,19.7,77,0,644241.5321
2015-1-6,25.3,18.8,21.3,79,0,670296.5377
2015-1-7,22.1,14.6,16.3,74,0,679498.9568
2015-1-8,17.9,10.2,13.9,54,0,674612.4615
2015-1-9,17.4,11.1,14,53,0,680261.9127
2015-1-10,19.9,12,15.4,54,0,656996.309
