date,hight,lowt,meant,sidu,fallrain,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,Target
2013/2/18,24.8,16.6,19.9,83,0,449100.3591,-86540.28108,-10587.32477,4317.570345,-248.0871433,8355.470509,368121.6964
2013/2/19,26.5,16.5,19.8,83,0,453674.0033,-60652.71602,14521.85761,14991.44187,-2058.806818,-6294.237062,426999.0941
2013/2/20,17,13.1,15.2,65,0,458019.0535,-35978.47338,31348.27068,-11191.36975,-911.1347451,2604.918622,455552.7464
2013/2/21,21.5,14.4,17,64,0,462131.4878,-13249.06547,26847.99528,-11780.13092,2166.868393,2584.001789,480541.0535
2013/2/22,21.2,14.2,17.2,66,0,466016.543,6990.615388,2801.334714,18181.55889,3387.430185,-7929.194046,499623.0746
2013/2/23,19.7,12.7,16,62,0,469703.6022,24404.67698,-24400.9093,5398.342618,812.5233007,12570.02356,494299.0632
2013/2/24,22.2,14.3,17.8,69,0,473316.9812,38950.64222,-34757.34338,-22295.19186,-2658.4269,-14951.70982,421763.5261
2013/2/25,25.6,18.8,21.6,66,0,477182.8303,50955.0392,-19478.54854,3912.819328,-2755.910556,14108.77738,515857.9413
2013/2/26,25.3,19.7,22.5,73,0,481237.7772,60388.93618,10532.02688,21612.79596,-347.6150251,-10381.00796,552091.3943
2013/2/27,26.8,20.6,22.8,83,0,485497.2696,67380.39703,33081.0862,-13869.23084,1376.671597,4152.658456,568843.9691
2013/2/28,23,20.4,21.4,84,0,489945.3076,72095.69584,31046.8129,-16769.33592,1071.705106,3203.616705,568029.9136
2013/3/1,23.3,18.8,20.7,88,0,494628.4335,74826.82085,5465.935294,21855.72784,76.67680525,-10477.13854,578015.6239
2013/3/2,21.8,14.2,18.1,83,0.4,499480.5293,75778.23628,-25141.5932,7558.634072,-594.7174284,15851.13613,566172.5497
2013/3/3,15.5,11.2,12.9,63,0,504488.9083,75247.61976,-37882.86163,-26259.50635,-944.8076698,-18197.54414,482632.3082
2013/3/4,20.9,10,14.4,49,0,509747.491,73669.98865,-22524.7307,3853.072871,-942.0126908,16656.7798,569562.6671
2013/3/5,24.2,13,17.9,47,0,515227.9326,71323.6589,9898.429664,25010.65562,-584.0143236,-11794.26406,601173.0711
2013/3/6,25.6,14.2,19.2,45,0,520863.4396,68408.53891,35127.06011,-15498.63068,214.6710319,4280.226305,608521.637
2013/3/7,26.7,14.7,20.3,56,0,526586.5368,65086.99226,33945.27665,-18756.91359,1059.153235,4230.7858,616033.0615
2013/3/8,28.5,16.3,21.9,53,0,532250.6093,61404.4626,6811.305219,24409.3487,939.4152226,-12032.5009,617257.7511
2013/3/9,26,16.5,21.6,49,0,537842.2215,57541.39141,-25740.88303,8575.093316,-76.46231679,17703.02514,601167.002
2013/3/10,28.4,16.4,21.5,64,0,543337.636,53651.87661,-38777.55099,-28836.65593,-957.8724432,-19946.98382,511038.4728
2013/3/11,26.1,18.1,21.7,68,0,548772.0006,49926.78411,-21981.34193,4089.949964,-685.4159047,18338.02763,604414.5591
2013/3/12,27.2,17.6,21.6,72,0,554094.7537,46420.3301,11993.65596,27759.01455,338.0189192,-13062.08523,633584.8553
2013/3/13,26.7,19.6,22.7,78,0,559288.2333,43179.46299,37215.77733,-16402.32613,1027.779371,5222.710317,642486.7634
2013/3/14,22.8,19.7,20.9,73,0,564224.0444,40091.77425,34106.48213,-21042.13061,640.7801132,3848.346527,639930.9542
2013/3/15,23.1,18.1,20.2,73,0,568835.1129,37106.39804,5003.811717,26667.09757,29.76027417,-11895.21878,634776.1884
2013/3/16,25,17.9,20.9,72,0,573256.7025,34407.53982,-27306.47007,10385.97055,477.7036689,17770.14238,610660.1787
2013/3/17,25.2,18.3,21.4,74,0,577651.76,32187.1068,-37801.72201,-32252.95716,1008.00869,-20266.97865,516088.158
2013/3/18,26.3,21.4,23.2,84,0,582094.0501,30466.76102,-19005.80291,2954.102231,-472.8456725,18707.97811,622604.3844
2013/3/19,26.2,22.5,23.6,89,3.5,586389.1602,28887.32858,13353.56915,31767.37887,-3300.051436,-13545.90627,661595.4702
2013/3/20,25.6,19.3,22.7,90,15.7,590354.3131,27075.19805,33977.16131,-16176.93514,-2774.715402,6203.799426,652012.4508
2013/3/21,24.6,19.4,21.5,84,0,594029.9588,24926.67495,28227.6951,-24860.97071,3249.964244,2333.749388,648588.9097
2013/3/22,27.8,19.6,22.6,78,0,597327.351,22225.24286,2036.951289,27072.59821,8051.583644,-10122.48284,658665.0921
2013/3/23,28.3,21.1,23.5,83,0,600374.1946,19035.66279,-23228.30367,14173.49751,3982.709772,16264.3263,641218.9604
2013/3/24,26.8,21.7,23.5,86,1,603191.8256,15325.83293,-28609.37966,-33392.128,-6735.313632,-19595.72712,547332.5025
2013/3/25,24.4,21.1,22.8,81,0,605678.5789,10942.15623,-11868.12364,-408.8990314,-11638.55282,19817.91613,634644.0203
2013/3/26,21.7,18.3,20.3,86,8.5,607749.2527,5800.272916,12509.09133,34821.71363,-2069.142709,-16324.87314,652544.0862
2013/3/27,21.1,17.2,19.2,88,12.9,609638.0053,237.8784693,26062.88384,-13296.52961,13669.37237,10204.87764,645513.2902
2013/3/28,19.6,17.4,18.4,94,38.5,611422.7336,-5581.097724,19278.5334,-30940.97181,15336.53653,-2782.054448,646543.5213
2013/3/29,22.6,17.5,19.7,91,20.7,612550.622,-12193.63387,-2375.268699,25725.26878,-3954.164683,-4405.67358,642732.1526
2013/3/30,21,17.7,19.1,93,53.4,613080.5004,-19347.54008,-20499.55591,24122.83821,-21182.88498,11562.45319,616193.204
2013/3/31,20.9,18.3,19.4,94,0.3,613106.8401,-26621.7107,-19732.68916,-35366.7452,-11437.31269,-17035.33255,513372.0041
2013/4/1,25.1,18.7,20.8,85,0.6,612892.4202,-33329.48921,-623.3952561,-12131.24389,16991.33126,20611.14343,603407.8381
2013/4/2,22.8,20.2,21.1,94,8,612697.5865,-38777.77217,20211.66434,41852.25524,27865.84254,-21612.35797,645545.0645
2013/4/3,21,17.8,19.5,91,19.6,612370.7523,-42782.46731,23332.12315,-3738.091286,2024.917026,19396.4953,625448.6187
2013/4/4,22.3,18.9,20.5,88,0,612065.9185,-44803.60831,5275.495857,-41351.03768,-30770.22048,-12927.00669,385022.5192
2013/4/5,24.2,20.4,21.8,97,13.1,613352.5234,-42835.77187,-17238.24771,20671.59387,-25561.10185,1800.951647,520914.6492
2013/4/6,23.1,16.5,19.5,78,2.5,615393.4106,-37951.99164,-28970.21608,27778.891,9932.983627,8852.364853,583985.9237
2013/4/7,19.8,12.8,16.2,51,0,617592.0712,-31248.21991,-22220.69082,-32118.81902,30614.81732,-16689.98593,558978.1859
2013/4/8,18.3,16.1,17.1,69,0,619625.5916,-23572.84724,-423.9141716,-9288.012437,12943.13267,20108.55754,624784.0249
2013/4/9,21.9,15.7,18.2,89,23,621484.4099,-15415.00631,23566.99443,34301.40884,-17921.96548,-18081.30313,646372.4508
2013/4/10,19.4,16.5,17.8,88,3.5,623022.3763,-7384.767949,34030.02774,-8831.826141,-23510.94607,11510.86395,651742.6264
2013/4/11,17.7,16,16.8,94,34.9,624059.5802,-67.23063044,22735.95729,-26432.2121,336.76659,-1626.259283,655238.9054
2013/4/12,21.5,15.3,17.5,78,4,624526.0215,6219.782495,-3983.684239,23477.67415,22264.22899,-7904.839237,651830.181
2013/4/13,22.9,15.8,19.3,70,0,625149.2663,12190.28549,-27576.26975,13048.42855,17082.41877,15203.58128,630104.1203
2013/4/14,27.1,18.8,21.9,66,0,626265.1282,18115.69123,-32625.09155,-31584.57188,-8135.109149,-19344.15884,529708.3731
2013/4/15,29.6,18.7,23.4,68,0,627779.6818,23680.94429,-17456.94883,2941.912952,-24472.93399,18459.29104,630512.3811
2013/4/16,24,20.5,22.1,88,0.3,629369.4834,28259.09214,6675.400789,30458.95249,-13645.80624,-12988.48415,663302.2222
2013/4/17,27.1,23.1,24.5,91,2.5,631032.7592,31612.36303,25143.02536,-18388.44851,12960.2404,4332.064293,681202.7707
2013/4/18,27.2,23.6,25.1,89,1.3,632823.2673,33618.00419,28127.91343,-21610.25949,25809.17082,5325.605288,693920.898
2013/4/19,28.9,23.9,25.8,89,0.2,634779.7622,34168.40583,14806.6035,29250.02894,9502.838098,-13921.37747,709940.4421
2013/4/20,29.9,22.2,25.4,84,1.2,636706.4669,32926.00986,-7392.102872,6743.007844,-19109.87166,19144.16419,682418.0742
2013/4/21,23.2,19.8,21.1,87,30.4,638446.5659,29688.0782,-25803.11763,-32422.65423,-27117.78708,-19254.11636,550487.0921
2013/4/22,22.9,18.7,20.5,86,4.5,640396.1456,24983.44838,-28316.32811,10645.65665,-2492.371897,14369.01377,640462.2289
2013/4/23,28.1,20.4,23,82,0.1,642726.0084,19115.44541,-12804.34786,25867.67996,26890.83608,-6347.703833,678195.4668
2013/4/24,29.9,22.3,25,81,0,645288.6048,11975.24796,10493.74901,-26052.68281,23946.16972,-3671.4084,697645.2377
2013/4/25,30.5,22.3,25.3,86,19.9,647233.4258,2675.158462,25504.77352,-12094.74522,-10943.18272,13264.79695,713132.873
2013/4/26,22.5,19.6,20.7,93,13.8,648289.9605,-8832.626801,24238.35971,36537.98205,-33420.80712,-18369.56777,675452.4623
2013/4/27,25.2,19.5,21.5,81,0,648804.7447,-21642.76771,10962.33164,-5389.413297,-10615.15019,18772.59785,655720.1625
2013/4/28,26.6,21.5,23.4,82,0,648965.7684,-34867.85703,-4997.950419,-37403.84457,30649.95632,-14004.62765,614869.2443
2013/4/29,28.2,22.8,25.1,82,0,648712.3608,-47791.08031,-16072.37259,25566.79594,35063.85426,5935.618201,644000.7017
2013/4/30,29.3,21.4,24.4,90,22.9,648545.4804,-58975.14513,-17771.83646,29497.17011,-6789.496598,4046.090312,565800.8707
2013/5/1,26.7,20,22.6,84,0,649234.4745,-66683.56311,-10045.77024,-43024.71697,-43129.94151,-13612.61832,335173.6208
2013/5/2,21.3,18.3,19.9,69,0.5,652237.4796,-68712.82184,2496.334951,-14080.2409,-26620.4025,17843.38475,509380.0983
2013/5/3,20.9,18,19.3,80,0.5,656447.27,-66294.85767,7245.166706,46926.42519,18040.14003,-19570.16134,620341.7478
2013/5/4,21.7,17.7,19.2,90,0.8,661143.0541,-60619.32434,486.274718,-5293.486356,34968.24313,18462.62945,626591.2349
2013/5/5,26.9,19.4,22,84,0.9,666230.2615,-52330.32652,-8026.453958,-43197.22056,9016.481344,-15404.47652,561828.2519
2013/5/6,27.5,22.5,24.2,84,0,671231.3286,-42614.69529,-7063.366152,21278.23054,-23398.26424,10484.5409,653286.5884
2013/5/7,27.9,22.1,24.7,82,0.6,675777.1731,-32555.54181,5305.366726,34130.95473,-22926.34237,-3673.765205,693183.9893
2013/5/8,24.9,21,23.4,89,112,679588.9289,-23044.57431,18824.67967,-32017.2047,5626.353115,-3446.068943,692171.34
2013/5/9,30.6,22.4,26,86,2.8,682568.925,-14590.44834,19999.30984,-19864.48457,24795.78172,11449.92244,715844.828
2013/5/10,28.6,22.9,24.9,92,48.1,685264.7476,-6794.202703,5227.546264,39159.68762,13782.26724,-18222.52595,722595.0635
2013/5/11,30.4,23.1,26.1,83,0,687851.2209,405.7518249,-16619.20134,3551.689287,-11496.13759,22371.45925,695627.3663
2013/5/12,29.7,24.6,25.9,86,0,690304.1558,6877.167205,-29338.16526,-39596.80424,-20910.25571,-22716.88574,575861.7365
2013/5/13,31,23.8,26.5,82,0,692879.5058,12833.04336,-20734.73323,12890.93641,-5366.666857,18941.91449,703850.5424
2013/5/14,30.8,24.4,26.9,82,0,695621.435,18237.39653,5371.11151,32618.36966,13858.41291,-11876.9324,748469.2939
2013/5/15,31.3,26.3,28.3,82,0,698389.3547,22808.35914,29972.67951,-26614.06041,13562.13752,2185.475811,769831.408
2013/5/16,29.3,23.4,27.3,87,23.9,700674.1841,25875.86575,32827.87978,-20272.31843,-3139.604031,8804.863348,763175.7135
2013/5/17,29.1,23.8,26.1,91,25.9,702589.523,27593.43649,10910.36723,36444.97315,-11649.40242,-18032.95655,752699.1812
2013/5/18,32.4,26,28.7,87,0.5,704370.2859,28362.87217,-19446.08813,4367.823622,-1577.502217,23835.79361,751809.6391
2013/5/19,32.5,24,29,83,33.7,705956.2163,28308.37339,-35612.08324,-39222.70803,9584.555166,-24861.81472,642974.4156
2013/5/20,30.7,22.9,25.9,92,48.4,707552.0846,27891.4603,-24763.89038,13792.57391,4603.171718,21165.27148,742145.4418
2013/5/21,27.6,23.4,25.1,95,7.5,709294.1492,27497.64102,5359.187763,33561.56533,-8967.656451,-13696.4327,745419.1603
2013/5/22,26.2,23.8,24.8,97,101.4,711183.4838,27318.105,31669.62831,-30197.92157,-10098.18459,3630.634576,727848.588
2013/5/23,30.5,24.4,26.5,88,0,713211.8903,27492.79257,33641.31208,-20278.76475,5117.537568,7051.871441,748626.7883
2013/5/24,31.8,24.6,27.6,83,0.3,715565.3739,28331.57948,9547.109747,40619.81657,16016.45952,-16567.29855,774502.6997
2013/5/25,28.8,24.4,26.4,89,5.5,718309.8398,29928.59923,-22677.35899,935.0168752,4342.543139,22591.23981,725402.0784
2013/5/26,29.6,23.6,26.7,88,8.3,721590.0202,32349.87403,-38709.63229,-42889.90212,-17711.9876,-24575.69678,605496.0419
2013/5/27,32,27.3,28.9,84,0,725301.2297,35235.0551,-26846.12761,18496.97478,-20702.35344,21195.27416,756747.881
2013/5/28,32.5,26.7,29.4,81,0,728971.6481,37699.66351,3437.105056,34824.18806,3247.984991,-13503.41156,811839.2398
2013/5/29,32.2,27.6,29.5,79,2.8,732291.1835,39043.73557,30356.38283,-34176.7178,27474.46552,3531.392697,826822.1534
2013/5/30,32.9,26.7,29.4,78,0,735122.6395,38867.15586,36029.79526,-18396.44318,21045.49221,7445.710816,826687.7248
2013/5/31,33.8,26.6,29.7,75,0,737780.5058,37402.41592,18667.687,43762.26251,-11444.94379,-16543.92152,812676.2877
2013/6/1,33.8,26.2,29.7,74,0,740368.8299,34711.25087,-9194.801255,-2633.819824,-33146.64643,21764.58424,757326.8499
2013/6/2,34.1,26.1,30,72,0,742874.9791,30757.33936,-29826.35472,-43355.25677,-16792.71664,-21927.15751,657787.7952
2013/6/3,35,27,29.9,72,0,745427.2252,25692.19012,-30984.941,23977.51983,21435.96602,17087.88344,800892.7935
2013/6/4,32.5,25.1,27.8,83,9.7,748037.1341,19544.68547,-13255.37454,32218.58988,36719.30796,-8642.787415,812329.221
2013/6/5,31.3,23.9,26.3,87,21.8,750578.3381,12169.05499,11215.4684,-40890.31452,7847.772666,-1796.734824,783976.1236
2013/6/6,30.8,24.6,27,84,1.1,752367.405,2838.856274,26794.20009,-12825.43474,-33977.94881,12249.23729,781950.5674
2013/6/7,31.9,25.3,28.7,80,1.6,753397.9077,-8254.63903,26519.34653,50912.50178,-35885.74778,-18920.58676,817341.0609
2013/6/8,32.2,27.3,29,81,0.2,753506.6761,-20895.39117,13044.80772,-10914.90319,9303.79486,21094.9499,810579.2166
2013/6/9,32.5,27.5,29.2,83,0.7,752677.4618,-34504.66681,-4651.828944,-47540.75682,49137.08887,-16869.4114,746504.8587
2013/6/10,30.9,24.4,27.5,91,15.7,750994.4436,-48170.88884,-16975.32263,36615.76863,32664.7304,8692.035212,774740.471
2013/6/11,26.2,21.6,23.6,91,15.4,749054.6958,-60229.08455,-17790.83621,33675.46568,-24307.5176,2520.905525,651179.5106
2013/6/12,28.3,22.4,24.5,75,0,747973.4076,-68384.5846,-7294.484766,-55372.78156,-54209.63597,-13668.64296,389404.0972
2013/6/13,27.2,22.9,24.7,76,0.2,749548.0184,-69921.30754,6785.091472,-12134.96354,-20550.73361,18839.98402,613533.9793
2013/6/14,28.2,23.6,25.3,86,2.5,752523.6761,-66201.48893,7946.346662,56249.75555,30099.69901,-21044.23785,712155.6431
2013/6/15,26.8,24.7,25.6,95,13.5,756407.5968,-58217.98425,-6071.009331,-11481.65356,37946.79297,19619.2476,698038.6361
2013/6/16,30.9,25.4,27.7,86,3.5,761047.7365,-46851.8339,-19959.79381,-48910.03791,1620.722853,-16461.31092,626232.2369
2013/6/17,32.1,26.3,28.6,82,0.4,765748.3471,-33824.86913,-16983.83608,28377.765,-30869.90881,11370.1108,761573.0569
2013/6/18,33.7,26.1,29.4,76,0,769763.6981,-20976.97901,5448.155513,35980.35426,-23124.17153,-4426.086238,817728.3574
2013/6/19,35,26.7,30.1,74,0,772644.3379,-9686.511561,31756.95556,-37346.16294,10768.65325,-2222.572927,848044.4084
2013/6/20,36.3,27.5,31.1,70,0,774059.892,-909.3772621,39511.16982,-18649.03314,29649.19522,9985.999625,869885.4717
2013/6/21,35,26.8,30.1,73,3,774667.5017,5836.394957,19526.3841,42947.60718,16626.73735,-15935.16862,870511.9467
2013/6/22,30.1,25.3,27.9,82,4.7,774754.7634,10837.51183,-17424.18312,1843.878304,-10308.73103,19571.29093,798115.6041
2013/6/23,30.1,24.9,27.1,88,16.2,774472.6089,14351.01927,-45904.63715,-41152.32247,-23150.34451,-19634.02339,663065.4165
2013/6/24,27.8,24.5,25.8,94,18.6,774146.0466,16931.51863,-42887.77309,14081.68381,-12058.34207,16432.28669,740066.1245
2013/6/25,31.5,26.4,28.8,83,0.9,774273.0611,19339.36659,-6724.560061,33323.80125,8741.176072,-10867.73885,797830.8141
2013/6/26,32.3,28,29.7,78,0,774762.1614,21578.74556,37145.04455,-27810.97454,17261.74161,2698.014504,831290.3272
2013/6/27,32.4,27.9,29.8,77,0,775197.8377,23214.00625,54565.23031,-21298.2869,7166.367901,6588.25976,848345.6671
2013/6/28,32.3,28.1,29.7,78,0,775569.7969,24285.16647,30807.76301,36855.12674,-7409.32683,-14975.79978,844531.2331
2013/6/29,32.8,28.2,29.9,76,0,775947.8874,24959.68113,-17530.57621,5805.721127,-11518.45137,20838.53573,797737.5683
2013/6/30,33.9,26.8,29.9,77,4.2,776354.8336,25366.65445,-54375.10774,-39372.72768,-4642.946405,-22914.33334,671432.6505
2013/7/1,32,25.2,28.1,78,22.6,776934.7625,25766.29943,-50938.05245,10819.53823,4033.277272,20569.70271,771955.0486
2013/7/2,31.9,24.7,27.7,81,4.2,777803.302,26344.67147,-8531.562402,34402.40813,7291.793579,-14471.19385,809576.7306
2013/7/3,32.3,26,29,76,0,778888.1342,26995.47144,41054.77669,-26251.21541,4235.353048,5062.33121,840544.0977
2013/7/4,32.5,26.3,29.4,72,0,779813.2324,27221.49072,59404.35682,-23343.9118,-2108.162064,5888.238703,857137.4637
2013/7/5,34,26.9,29.8,71,0,780534.393,26925.88236,32502.22455,37756.70225,-6173.549276,-15749.90076,863141.8591
2013/7/6,31.4,26,28.1,81,6,781125.2244,26203.54218,-18694.62088,7532.400469,-4163.444536,22812.7776,810201.4747
2013/7/7,31.2,25.3,27.6,84,9.3,781812.7761,25350.67586,-54666.2384,-42124.28374,2478.567483,-25458.84967,669448.0879
2013/7/8,31.7,25.1,28.1,78,0.6,782809.4653,24614.26261,-48362.00323,10329.15783,6940.716639,22614.77134,790361.6814
2013/7/9,32.7,25.7,28.9,72,0,783966.8954,23754.32903,-6321.986775,37634.21268,2955.476368,-15349.86178,832669.0951
2013/7/10,32.1,24.8,27.9,79,6,785036.588,22373.36914,38105.29039,-26842.82927,-5956.568637,5097.076595,822238.4132
2013/7/11,33.9,25.5,29.3,73,0,785995.1806,20337.81181,51837.12199,-25552.47791,-8353.281496,6311.48936,843225.966
2013/7/12,34.7,26.2,30.3,71,0,786717.0441,17431.81702,26327.12091,38133.20502,198.376286,-16492.97778,867859.1719
2013/7/13,35.8,28,31.7,68,0,787108.7908,13523.62317,-17039.64773,8980.969311,10236.21054,23786.51434,854544.2161
2013/7/14,32.7,28.8,30.1,76,1.1,786979.2946,8457.389426,-44570.63432,-41428.30707,8923.852593,-26171.00239,715761.8293
2013/7/15,29,23.4,26.6,90,67.4,786403.6029,2499.163099,-35632.65262,10366.12423,-2803.603891,24018.82379,791433.7381
2013/7/16,27.5,24.1,25.5,93,20,785702.4827,-3701.429823,1807.459438,37200.25099,-10706.76886,-17215.85847,780936.1455
2013/7/17,30.4,24.4,25.9,90,13.4,785195.3082,-9480.430433,37217.19904,-27783.96238,-5551.529617,6778.211892,777881.6063
2013/7/18,32,23.9,26.9,83,0,784874.1131,-14600.92392,41313.54813,-25751.13518,5127.814007,4898.097026,784602.9783
2013/7/19,31.2,25.9,28.1,80,0,784743.7057,-18889.77147,10392.61119,39809.81785,8040.425896,-15854.71219,807697.352
2013/7/20,30.8,25.2,26.7,93,22.2,784653.9663,-22409.67214,-30542.18041,8077.881306,591.2903182,23737.72889,760120.1604
2013/7/21,32,25,27.5,85,0.5,784624.2863,-25077.6114,-47261.16601,-44045.03527,-6463.541937,-26958.07204,636451.7142
2013/7/22,33,25,28,82,8,784545.7467,-26994.63937,-24897.11524,11471.47737,-4435.237612,24664.2926,779022.7881
2013/7/23,30.9,25.9,27.7,86,9.7,784201.4096,-28400.603,19386.65934,39597.57175,2811.549312,-17048.55119,815759.9718
2013/7/24,28.7,25,26.5,89,14.9,783574.1194,-29276.8113,50293.06673,-28382.29951,6045.130784,6206.637373,793135.2326
2013/7/25,28.8,24.9,25.9,92,12.9,782842.9509,-29346.36842,42375.91332,-26954.76946,2403.179766,5960.766688,776058.8244
2013/7/26,27.7,23.8,25.8,91,21.5,782150.0115,-28375.73809,206.2892929,39964.3832,-2997.8906,-16952.0473,760939.1979
2013/7/27,31.5,24.9,26.8,88,15.7,781672.8211,-26144.97655,-44261.06801,9135.928094,-4384.183287,24285.72892,736448.664
2013/7/28,31.9,24.8,27.3,85,9,781284.4227,-22855.89748,-56510.36883,-44473.56409,-2093.632168,-26875.59462,627138.4956
2013/7/29,33.2,24.7,28.3,78,0,780934.2323,-18683.15738,-25531.46464,10636.79425,884.3569344,24273.30918,768610.9016
2013/7/30,34.1,26.3,29.7,73,0,780635.4274,-13765.76027,26708.14145,40159.98219,2919.360796,-17116.74816,823763.4885
2013/7/31,34,26.6,29.7,71,0,780266.96,-8422.198477,60546.61061,-28910.06348,3125.905527,6764.220752,819877.3791
2013/8/1,32.2,24.6,28.3,78,7.6,779784.7012,-2880.469845,49173.46501,-27229.487,1098.458518,5066.703339,803987.8322
2013/8/2,30.2,25.5,27.1,84,5.2,779318.6965,2848.420657,-34.18908655,41938.32089,-2193.535946,-15957.43701,798489.1186
2013/8/3,30.2,25.1,26.8,91,7.6,779015.3596,8774.42417,-50572.76885,8196.766509,-4244.596832,23725.05125,743514.0744
2013/8/4,32.6,25.7,28.9,78,0,779092.6911,14945.43547,-64113.00585,-46779.78902,-2636.747316,-27280.02645,639403.2056
2013/8/5,34.2,25.6,29.5,72,0,779445.8109,20970.55105,-30337.43934,12178.15685,1239.40791,25225.81238,801058.7125
2013/8/6,34,26,29.9,72,0,779950.7505,26379.22777,25686.80915,41857.19247,3710.858281,-18157.07986,859860.9878
2013/8/7,33.2,26.8,29.2,76,0.6,780422.528,30618.80453,62250.72696,-31105.06053,2285.66541,7209.435653,868358.055
2013/8/8,33.2,26.3,29.3,72,0,780606.0425,33098.60395,52290.12013,-28398.85607,-1582.727825,5710.403232,858049.5716
2013/8/9,34.8,26.3,30,73,0,780420.6245,33517.98549,4019.697966,44998.00638,-3236.153515,-17544.96584,876624.1777
2013/8/10,34.6,27.2,29.6,81,0.4,779586.5219,31487.24955,-46095.4353,8998.804723,-674.5205981,26374.42341,836193.7166
2013/8/11,34.5,24.5,28.8,67,0,778082.6422,27100.02028,-59882.25966,-48572.07299,4126.694787,-29057.50459,683122.3176
2013/8/12,35.1,27.1,30.6,66,0,776285.8604,21080.19883,-26337.62172,13849.83761,6436.897847,25558.87751,836135.9799
2013/8/13,30.9,26.3,28.3,82,4.8,774144.9543,13785.1729,28127.04821,41885.95655,1590.746928,-16388.38204,850719.1046
2013/8/14,27.7,24.9,25.9,91,20.5,771893.864,5985.868993,61364.76663,-32382.93278,-6227.70438,4176.653333,782228.4511
2013/8/15,28.8,25.1,26.9,88,65.4,770025.7335,-1223.751054,47737.24981,-26454.90384,-7464.806639,8216.88408,766368.1571
2013/8/16,27.8,25.1,26.5,93,236.1,768655.8931,-7259.063356,-3640.675901,42265.12223,-563.0514906,-19046.62961,751534.9024
2013/8/17,28.7,24.8,26.9,91,27,767843.6217,-11737.31562,-54704.19394,5990.796625,6226.775323,25486.08931,710139.0535
2013/8/18,28.1,25.3,26.2,96,12.7,767585.3363,-14501.1532,-66677.0398,-43866.58086,4653.809171,-27162.28319,602086.0045
2013/8/19,31,25.6,27.4,90,1.2,767691.794,-15753.25625,-29611.13791,13144.82549,-3614.679653,23178.11041,742091.734
2013/8/20,33.5,25.2,28.1,85,1.4,768043.1196,-15737.35013,30010.23684,36213.05519,-8109.998348,-14760.86507,794189.7755
2013/8/21,33.1,25,28.5,82,0.2,768419.0309,-14891.16687,68138.21895,-28767.36386,-2731.602429,3392.857033,804141.4623
2013/8/22,31,27.6,29.3,80,0.1,768597.3772,-13685.54493,56092.58739,-21867.75354,6581.747057,8804.230468,821075.6807
2013/8/23,30,24,27.3,88,37,768475.8114,-12427.05669,2612.713456,38073.21504,8972.045432,-18895.21507,793037.8089
2013/8/24,28.6,24.9,26.9,91,29.5,768214.556,-11081.54245,-52228.77014,4584.66039,1591.39427,25232.04597,742219.1698
2013/8/25,30.2,25.6,27,91,16.1,767815.3148,-9777.785464,-67854.56948,-39379.20086,-7879.795932,-26615.91221,629861.775
2013/8/26,32.8,25,28.1,85,0.1,767172.9379,-8756.312625,-33200.81138,13067.32464,-9069.626522,23033.52264,764338.8663
2013/8/27,34.8,25.9,29.5,78,0,766269.0412,-8131.059049,25836.39755,33310.32009,230.0318813,-14903.64885,820413.574
2013/8/28,35.3,26,29.8,74,0,765007.3126,-8067.278884,65539.55239,-27486.89962,10297.19779,4050.283888,841451.3776
2013/8/29,34.7,26.9,29.9,76,0,763087.0975,-8897.898293,56699.50552,-20443.71662,9451.713079,7941.929739,857997.0138
2013/8/30,29.5,24.1,27.1,89,51.5,760280.0767,-10727.11277,7016.025474,37770.97224,-1317.724552,-17422.36907,794746.349
2013/8/31,29.6,24.5,26.4,91,8.8,757070.676,-12672.20198,-44273.13907,5545.264341,-8258.393073,23868.88266,712486.6186
2013/9/1,31.3,24,26.8,85,0.1,754033.0621,-13673.43389,-58688.98373,-41017.94404,-3991.807914,-26137.43556,583441.7314
2013/9/2,32.5,24.6,27.5,84,1.3,751452.9425,-13084.3304,-28801.03053,10174.69404,3010.689541,23109.74566,735313.1603
2013/9/3,28.3,24.8,25.8,92,18.7,749123.5658,-10961.89498,18070.76966,36592.15204,1885.883069,-16084.37814,767486.5788
2013/9/4,25.5,24.3,25,94,18.8,747035.8166,-7249.621851,45147.18599,-24464.32334,-3319.672304,6403.828604,737251.1741
2013/9/5,28,23.4,25.2,86,0.1,745427.0278,-1714.741676,35073.53421,-27008.77471,-1548.581349,3637.163814,734446.7476
2013/9/6,32.4,24.8,27.4,73,0,744213.5033,5373.739114,-248.4141129,33609.94885,5168.555928,-13030.27079,755975.9739
2013/9/7,33.5,24.4,28.1,70,0,743374.2417,13679.37507,-31184.76648,13570.30617,4568.008735,19819.45748,748890.2589
2013/9/8,32.6,25.7,28.4,74,0,742812.1576,22662.8013,-34986.81682,-38472.60305,-6254.751889,-23526.28481,658557.6371
2013/9/9,33.2,26.1,28.8,75,0,742311.1288,31560.56725,-12508.67445,605.0172749,-13019.26094,23312.79248,789068.281
2013/9/10,33.9,25.8,29.4,70,0,741500.8263,39417.75771,15378.27028,38008.84319,-2535.652113,-19132.86631,831334.038
2013/9/11,33.2,26.1,29,72,1.3,740356.1338,45736.16115,27451.8578,-13377.46791,16733.30274,12422.94712,842219.039
