date,U10,V10,U100,V100,Target
20120522 18:00,1.58814119617788,-4.31514181,3.04051479562662,-7.3674047,0.316699551267893
20120522 19:00,1.49507685635951,-4.641772079,2.90662921206819,-7.890642158,0.460858927204711
20120522 20:00,1.38413316061544,-5.012323266,2.66552405329493,-8.379037869,0.664693162676548
20120522 21:00,1.1915862506464,-5.147619885,2.33664328372402,-8.760463305,0.81195374769469
20120522 22:00,1.14757552836777,-5.373282529,2.24497888004294,-9.231743772,0.866929790477146
20120522 23:00,1.35616801416756,-5.68325314,2.5960813232335,-9.676740115,0.908373269044266
20120523 0:00,2.54583285076197,-7.53449456,3.62494481182356,-10.85219062,0.961657730514203
20120523 1:00,2.59020434956398,-7.465463207,4.19234029129788,-11.55422793,0.940795016037166
20120523 2:00,2.9689637401515,-8.070900162,4.65236720608353,-12.31993738,0.916079268624175
20120523 3:00,3.34080758006817,-8.624100872,5.2483263824434,-13.21425876,0.916737119889778
20120523 4:00,4.09460260318967,-8.947587977,6.42283469180881,-13.83772852,0.92491304870682
20120523 5:00,4.45899892699929,-8.634799862,6.81857836959385,-13.69634057,0.87228642377093
20120523 6:00,3.26580045356138,-7.598885904,5.59250954721753,-12.67511073,0.909125073958325
20120523 7:00,2.64765661667557,-7.024287213,5.006594627,-12.36933799,0.940701040291377
20120523 8:00,2.54711514923029,-6.57492964,4.67111648354204,-11.87618363,0.879710539255883
20120523 9:00,5.24045615280415,-5.244478784,9.27138563139858,-9.098676942,0.863828565612013
20120523 10:00,5.8022116534508,-4.590581699,9.71534173693408,-7.594513554,0.970961384064522
20120523 11:00,5.31227148669363,-1.402282723,8.80399292903994,-2.254989046,0.815712784892029
20120523 12:00,3.53071924079815,0.825624574999428,6.08266922934722,1.78989879726962,0.555774821890108
20120523 13:00,2.74607022237598,1.1428181564417,4.42670625952929,2.2225799984318,0.490367432391672
20120523 14:00,2.5503069418476,1.36812629564077,4.06243458319247,2.47298998493118,0.244337933431481
20120523 15:00,2.28060046568486,1.90055837877601,3.62986196754249,3.37412524246976,0.261441590718354
20120523 16:00,1.69756634758948,2.60354494717088,2.63213255992877,4.47286293833437,0.109576167850201
20120523 17:00,0.939515600978228,2.70424132223192,1.36789556558334,4.6091404820075,0.165961839453714
20120523 18:00,0.364460964426117,2.50221921976571,0.456546757689197,4.31103335522253,0.253641570145738
20120523 19:00,0.0192153963203632,2.2341151211657,-0.117984673,4.29314692761543,0.430692590744971
20120523 20:00,-0.265918077,2.15607543049339,-0.666401039,4.43112794058447,0.281928380114903
20120523 21:00,-0.451574015,2.0044015155577,-1.15455187,4.56229507636986,0.302039279155343
20120523 22:00,-0.670743774,2.2781697852549,-1.575071378,4.62276823637481,0.198101677097563
20120523 23:00,-1.469223894,3.42422040391834,-2.288213539,5.04267341781765,0.219904136405444
20120524 0:00,-2.10492259,3.84651582683057,-3.059612383,5.43702655982177,0.210600501795695
20120524 1:00,-3.729468643,4.26795007850254,-6.546293943,7.2332152195689,0.349497220184518
20120524 2:00,-3.628980483,3.73115332554863,-6.214399486,5.97873434331309,0.461516759529742
20120524 3:00,-4.066662245,3.59816860960191,-7.318414309,6.05289084831344,0.557560367373624
20120524 4:00,-3.884667023,3.90725180785252,-7.194212642,6.54417769394071,0.586411031817523
20120524 5:00,-3.594367895,4.16897058672484,-6.601494684,6.86011530378592,0.664505203819192
20120524 6:00,-3.306301837,4.21572776995725,-6.222679598,7.02542251284919,0.613852067440364
20120524 7:00,-3.103092448,4.21876395068663,-5.949435929,7.08721960034948,0.56272904917583
20120524 8:00,-3.182924708,4.45619328372393,-5.57338088,7.18068769519366,0.466215569968781
20120524 9:00,-2.978040516,4.66326080946746,-5.312557378,7.62794411597698,0.573160401153079
20120524 10:00,-2.828424811,4.86911386291924,-5.01033332,8.01726576722878,0.317075454251048
20120524 11:00,-2.63023983,4.71244693728337,-4.670158753,7.82492233238414,0.0926604631071593
20120524 12:00,-2.218796643,4.6225759876938,-4.038800276,7.7306817739462,0.0681326903353334
20120524 13:00,-1.849223523,4.63229176602781,-3.382601466,7.69051366707102,0.109482191052158
20120524 14:00,-1.331151233,4.64625819738295,-2.611171109,7.81333537847784,0.336434535750382
20120524 15:00,-0.728222275,4.38818283538588,-1.593407444,7.55069775660162,0.379475604100426
20120524 16:00,-0.432340472,4.2885961074623,-1.175951839,7.47885864238254,0.699840227342407
20120524 17:00,-0.024805158,4.35842826423798,-0.422461722,7.55842239253916,0.666196770400156
20120524 18:00,0.609945050836903,4.08760094317753,0.800234693752757,7.2115862389438,0.64289069074162
20120524 19:00,1.76555888666226,3.70625664356774,2.70052020746561,6.715664612,0.550512161185351
20120524 20:00,3.36778676531868,4.03537863463224,5.34463570802759,7.34599490425692,0.658584711841658
20120524 21:00,3.85459607200453,4.75434623134878,6.18506699187009,8.4212642267619,0.747862029159841
20120524 22:00,4.03379995669049,4.76345477353691,6.52248152208272,8.39577292816803,0.642514782497193
20120524 23:00,4.58983444001516,4.6474726696747,7.36291280592523,8.05897880129147,0.633775007623449
20120525 0:00,5.07552721159393,4.5806766936284,7.93907054156438,7.6974658394148,0.623343661959723
20120525 1:00,5.80813846784886,4.94110177702112,8.49803578049031,7.60775015748641,0.474579443963877
20120525 2:00,5.9118341128793,4.99662128881746,8.54323208905979,7.44014061327691,0.631143669905293
20120525 3:00,5.56669786150932,4.8342416414131,8.0048065000147,7.15603116165722,0.459355308958562
20120525 4:00,5.58939740569509,4.22054209166429,8.07096341545698,6.32399633905669,0.430598612894675
20120525 5:00,5.93608135325955,4.21039336370152,8.70633181128878,6.37660920046775,0.312376649073279
20120525 6:00,5.47693148222923,4.88259734523572,8.43646399780146,7.77686292630765,0.20204867630902
20120525 7:00,4.11134753996265,3.50117637430308,6.93647056846659,6.2428222100225,0.138802742643034
20120525 8:00,3.90911523721671,2.51913769790542,6.66201762222584,4.66819442922024,0.0897472023606517
20120525 9:00,3.635173011,1.57829091735666,6.46944204658198,3.25140523265115,0.108918334472916
20120525 10:00,3.34523792369296,0.737737448439995,6.53363390512993,2.00899009104441,0.127525605796922
20120525 11:00,3.35555589832285,0.11627710671965,6.4085252828579,0.751542703320229,0.267550037344229
20120525 12:00,3.31376810107178,-0.355340252,6.31354753296551,-0.196992027,0.419509439114934
20120525 13:00,3.44996536618639,-0.69562113,6.42293570008295,-0.84337861,0.371863542385164
20120525 14:00,3.75537741523128,-0.795317458,6.84083779960943,-1.074123588,0.316605575522103
20120525 15:00,4.02364475560854,-0.298626772,6.95939623223371,-0.136863042,0.422046785303492
20120525 16:00,3.84101660465941,0.34969784986341,6.45110151556827,0.98454251814061,0.387745507611002
20120525 17:00,3.5180639987437,0.569984945055348,5.93232649546643,1.38139381564113,0.36425147435638
20120525 18:00,2.88092906534769,0.369398321791145,5.66835385266209,1.23558102830192,0.297810350602012
20120525 19:00,2.94490050805304,0.490586073346601,5.53341994591843,1.3280293419242,0.250070474969692
20120525 20:00,2.94541640678453,0.730573640466273,4.93997276383223,1.64821618422576,0.198101677097563
20120525 21:00,2.50845018120849,0.505510673291854,4.29019395077538,1.30322613583042,0.126773798778355
20120525 22:00,2.37534830848284,0.227913114310144,4.2345173387695,0.876310346095014,0.102997835129604
20120525 23:00,3.07077979853776,0.835642824080856,4.11333883028611,1.146890776,0.0155824169442429
20120526 0:00,3.35246050593389,1.78484738059896,4.70744103133708,2.57871221889554,0
20120526 1:00,2.69320431983562,3.00435705663571,3.86368714962518,4.1590399340548,0
20120526 2:00,2.64013911925651,2.84753943833555,3.79147468270197,4.1262562492021,0.0907809418778549
20120526 3:00,2.56954779738522,2.59743802779896,3.63682497477791,3.64996497870063,0.157410016071548
20120526 4:00,2.38454985041218,3.15461959764358,3.3722589455194,4.50295934496235,0.331265853948176
20120526 5:00,1.73900438281677,3.17478906623524,2.52104650355724,4.88151812099729,0.380979223398828
20120526 6:00,0.938158007104524,3.59128859265303,1.28257074340508,5.63925423315872,0.447232390400349
20120526 7:00,0.394361410344291,3.58574198879032,0.45116880121831,6.04502965322231,0.286251282309516
20120526 8:00,0.619766803629866,3.46069128352203,0.924064602308401,6.14832918851289,0.392914194674479
20120526 9:00,0.832514442648865,3.96946612874666,1.17968395424899,6.44956795310279,0.426839573592827
20120526 10:00,0.758028427157088,3.88122470365815,1.06785048777498,6.43905243154626,0.169157031646605
20120526 11:00,0.503412831717874,3.61397924481865,0.672279540646921,6.02523573029238,0.198007701351775
20120526 12:00,0.409453348123671,2.58180668964042,0.537440332498259,4.98358053610475,0.115214734694876
20120526 13:00,0.688897615393477,1.76040508124505,1.0953295681086,4.3384223606073,0.095103839863452
20120526 14:00,1.09248524181625,1.36508349684851,1.91522863945804,3.86522389056363,0.0950098620131551
20120526 15:00,1.42937623998821,1.15784220706919,2.70764863047386,3.58192336862899,0.0824170636737423
20120526 16:00,1.77113560518577,1.49164691226117,3.34541891356564,3.89924469559945,0.117940042897551
20120526 17:00,1.74630693335518,1.91470151597125,3.38248371959702,4.60687744034449,0.231745129830799
20120526 18:00,1.79206958339588,2.40582807617819,3.19396444754084,4.98419909619631,0.282304285202567
20120526 19:00,1.67425510137621,2.37305268971674,3.14923106095123,5.01327142049965,0.307301934598831
20120526 20:00,1.73364917908861,2.35540440469903,3.23805878575059,4.88584804163821,0.357391211241654
20120526 21:00,1.70833367055545,2.27523076704718,3.32433031703054,4.93409572877992,0.329386327457602
20120526 22:00,1.82955600949305,2.39271792159361,3.27256739826257,4.79924962881976,0.328540543640993
20120526 23:00,2.29302455033078,2.86518772335325,3.5262696050636,4.85924995770112,0.265670518219432
20120527 0:00,2.80128206780408,4.14494050549411,4.06690453441795,6.07966901834969,0.374024989799582
20120527 1:00,2.75547532889898,4.16727288044034,3.93842359445082,6.10165576403063,0.292735638232071
20120527 2:00,2.61108994013536,4.00846601144832,3.67652498397488,5.70921444531615,0.247251195230242
20120527 3:00,2.80280355609466,3.95721623631713,3.92900600743029,5.58326999796211,0.204116150082157
20120527 4:00,2.82338104617974,4.02532449010989,3.99672294267321,5.78580762019604,0.1612630353282
20120527 5:00,2.85630503031586,3.99700224595845,4.08417196500678,5.82370939745619,0.155248562343607
20120527 6:00,2.86968039887116,3.5529499180126,4.15547655244801,5.27176476610525,0.198665533676806
20120527 7:00,1.93820601435333,2.26563648741483,3.68280337532191,4.50741225802554,0.184193209899073
20120527 8:00,1.58290135221767,1.89272693942082,3.41283254739979,4.35106742682742,0.164270269715988
20120527 9:00,1.38261378205625,1.70222613054504,3.34735789478081,4.50109529514885,0.130344888693132
20120527 10:00,1.41862438970513,1.60579563260084,3.42269859094512,4.2938199507574,0.223005348643529
20120527 11:00,1.41759551520088,1.44091971129065,3.4666473303743,4.03916738479077,0.11286533052761
20120527 12:00,1.3479750070797,1.30942357773037,3.41462637349894,3.92743610390928,0.190207686040427
20120527 13:00,1.29310170018616,1.35696448755601,3.30699680754993,4.07114700935402,0.145381070102362
20120527 14:00,1.22965443909051,1.29829698181374,3.07738706685869,3.90019420150355,0.237665624965094
20120527 15:00,1.16380647081826,1.34954675694492,2.88768995687355,4.01863725544152,0.218212570876734
20120527 16:00,1.16140576364167,1.43383915025279,2.76795206475527,4.18682639203344,0.175641385464652
20120527 17:00,1.18198325372675,1.35932467456863,2.79979247801518,4.09602005068099,0.189267920164506
20120527 18:00,1.21593611236712,1.33673431316212,2.88186002205131,4.01666320454255,0.218118595130944
20120527 19:00,1.20187482747565,1.32088734322024,2.8679578697829,4.08772903690533,0.0690724541067474
20120527 20:00,1.22176640122456,1.07711374177389,2.87468471765471,3.58829415946689,0.0696363096337356
20120527 21:00,1.17581000670122,1.14994236959189,2.7957563692921,3.62540631636745,0.150361803569752
20120527 22:00,1.21525019603096,1.3043660341319,2.54103306321276,3.64435720499753,0.0501832513363585
20120527 23:00,1.64051832445588,1.45373215507344,2.44013034513555,3.01739863948587,0.114180998334435
20120528 0:00,1.70293671104728,1.44698876360882,2.40066617095425,2.39517779613173,0.143219619531182
20120528 1:00,1.75535047796654,3.74622648735466,2.48200739252426,5.17766432598939,0.0895592508690737
20120528 2:00,1.94880735721192,3.31415982774876,2.75845556934541,4.58429017457765,0.178272715817031
20120528 3:00,2.00454916987584,3.05547023537325,2.7841413054595,4.21507959147702,0.129499104876523
20120528 4:00,2.0225832857377,3.18913962960984,2.85771570212528,4.50234802985889,0.165961843662731
20120528 5:00,2.06455359174348,2.98431094020613,2.95349302322867,4.40627792915413,0.151301565236658
20120528 6:00,1.85109523854222,2.78970402800875,2.72101534382317,4.21649238707561,0.12348463189193
20120528 7:00,1.21268753703248,2.19251635199295,2.12719595298216,4.07144537228608,0.101118313900299
20120528 8:00,0.771343537940482,1.65233474116628,1.67268902920062,3.93675885855294,0.0918146761337882
20120528 9:00,0.622480108826243,1.47856452865872,1.5294583990051,4.05213716577189,0.0230241513689158
20120528 10:00,0.656908875471607,1.49271775863671,1.55601483803831,3.97302061225032,0.0272530767654857
20120528 11:00,0.935290045775548,2.00184089256723,1.68444351860876,4.00504397915191,0.0335494801442078
20120528 12:00,0.884794521362347,2.29512726933338,1.44761232460766,4.0205847307365,0.00900115264421073
20120528 13:00,0.506078088263347,2.45788941408028,0.896892728263167,3.96689849798973,0
20120528 14:00,0.146707343088884,2.34505671953352,0.363587190301113,3.75545009006602,0
20120528 15:00,-0.132329613,1.90040941105829,0.03794429854959,3.19221557809107,0
20120528 16:00,0.121787473897954,0.915580491756397,0.145476109061122,2.42883502298121,0
20120528 17:00,0.932666901650187,0.533443282350632,0.753662098067644,1.94612986012642,0.00336845737643707
20120528 18:00,1.38778240740033,0.232687145318316,1.50899688040574,1.72385001928012,0
20120528 19:00,1.59140397013148,0.176860515960684,2.06232858550759,1.5359482046664,0
20120528 20:00,1.67698404722138,-0.073573026,2.26259025690559,1.27316822332692,0
20120528 21:00,1.47106723338054,-0.43448039,2.24952971311876,0.82625388230332,0
20120528 22:00,1.3441726363162,-0.586627612,2.33094043605664,0.543694762583445,0
20120528 23:00,1.42549010420239,-0.272504536,2.50812848009791,0.602090313992219,0
20120529 0:00,1.36056728709971,0.294017808556278,1.96829267024244,0.559235514168038,0
20120529 1:00,0.904515935531597,1.45754435402466,1.09674208230393,2.13016023551896,0
20120529 2:00,0.403683159724732,1.95477895409407,0.437258457272725,2.65078022112085,0
20120529 3:00,0.358060740875928,1.90641253743231,0.380903366027397,2.59104374468526,0
20120529 4:00,0.301962062884066,1.71433871011369,0.318955784811159,2.35832038857158,0.00129510781738329
20120529 5:00,0.075539687856671,2.29717142887944,0.0935354198298468,3.12659784939605,0.057889295110932
20120529 6:00,0.310072715123853,2.1433731830917,0.401122368229919,3.30871113519624,0.102809885742533
20120529 7:00,0.392531012895024,1.44188616158021,0.566315918139888,3.66588548388407,0.184287188801623
20120529 8:00,0.259043194781858,1.58315785341238,0.274646056580099,4.1396289289497,0.0451085431754333
20120529 9:00,0.0846641716264317,1.63187222990624,0.0561087561783694,4.4420448409049,0.118034017591087
20120529 10:00,0.0414073596808995,2.10161800323983,0.114614805104817,4.75400199562413,0.0499013240989914
20120529 11:00,0.0204548413947823,2.2769897586177,0.175271811712384,4.56857001668863,0.00591755934584551
20120529 12:00,0.0704705302068039,2.46697582694373,0.240230733682189,4.13008768618568,0.0583591759443851
20120529 13:00,0.167122469397602,2.17155792949172,0.32798980707186,3.67044868694512,0.0398458782616603
20120529 14:00,0.283037207657896,2.02680663933855,0.381333557563621,3.40536807276217,0.00750340807947186
20120529 15:00,0.287768421464438,1.99688209377804,0.292714101101502,3.16808151358744,0
20120529 16:00,0.165094806337656,1.47355050630121,0.0870825467864886,2.61510426991626,0
20120529 17:00,0.169826020144198,1.14159682647881,0.0866523552502648,2.35790555192967,0
20120529 18:00,0.231331799629252,1.13359375034053,0.415748880461531,2.44004320702861,0
20120529 19:00,0.125217432825368,-0.121497364,0.560293236632754,2.11439644312623,0
20120529 20:00,-0.124861011,-0.328533464,0.484579526257352,1.64438652783783,0
20120529 21:00,-0.00691861,-0.206747523,0.273355481971428,0.932941686955558,0
20120529 22:00,-0.076872985,-0.442316329,0.0763277583808917,0.169642265834054,0
20120529 23:00,-0.043754489,-0.362285568,-0.044986255,-0.092949328,0
20120530 0:00,-0.09748756,0.355555565767264,-0.200285399,0.443019612855288,0
20120530 1:00,-1.380917592,1.25013478299647,-1.936290674,1.60344098115734,0
20120530 2:00,-1.672721236,1.7151324191811,-2.315325844,2.24125072293324,0
20120530 3:00,-1.892673732,1.96968133438676,-2.604802938,2.62186627420525,0
20120530 4:00,-2.151924406,1.90190971237659,-2.964445611,2.54781345774438,0
20120530 5:00,-2.295919974,1.74918036325319,-3.234882798,2.36905155134152,0
20120530 6:00,-2.162775396,1.46025923784141,-3.232767253,2.02944374251827,0
20120530 7:00,-1.226364305,0.898630293718839,-3.331492693,1.98604719953851,0
20120530 8:00,-1.663043326,1.10713341789367,-3.837460572,2.09274695658966,0
20120530 9:00,-1.779764784,0.934623834595054,-4.403016305,1.96215919422856,0.00346243206997219
20120530 10:00,-2.021419259,0.802971784182951,-4.682268264,1.56123883844308,0.0232121039127479
20120530 11:00,-2.130808967,0.555232457791702,-4.766890069,1.0468504574353,0.0400338318577463
20120530 12:00,-2.088578088,0.296468082843775,-4.88677096,0.437706322031343,0.0347711669439733
20120530 13:00,-2.212044755,0.0467831596484064,-4.677331992,-0.301229309,0.0354289992690045
20120530 14:00,-2.147525357,-0.130914682,-4.419588076,-0.882105971,0.0404097348409025
20120530 15:00,-2.083592498,-0.218142272,-4.06734981,-1.232861516,0.048397706905097
20120530 16:00,-1.817010073,-0.345903129,-3.651997781,-1.71500109,0.0423832328682499
20120530 17:00,-1.47329764,-0.444480033,-3.066344369,-2.145781452,0.081195374769469
20120530 18:00,-1.316691463,-0.541435607,-2.44120078,-2.431243116,0.11408701837963
20120530 19:00,-1.070344668,-0.653307424,-1.873882092,-2.759703189,0.111173760789884
20120530 20:00,-0.95890207,-0.79371466,-1.438432385,-2.935678161,0.0790339241982895
20120530 21:00,-0.845699852,-0.899749686,-1.231461552,-3.036007783,0.120947274128578
20120530 22:00,-0.92576256,-1.228231279,-1.190561012,-3.177743282,0.110703878904177
20120530 23:00,-0.757132314,-1.522016397,-0.993110133,-3.194464885,0.158067846292072
20120531 0:00,-0.525742288,-1.695174512,-0.680714634,-2.953196032,0.154966635106239
20120531 1:00,0.530783800414981,-2.557088959,0.714345356408584,-3.608429044,0.129311151280438
20120531 2:00,0.917098034391027,-2.702191207,1.22634559536057,-3.741401582,0.103373741269522
20120531 3:00,1.09870685527739,-2.409222859,1.44832153406755,-3.30577376,0.0897472034129057
20120531 4:00,1.34549236101148,-2.138710812,1.7565405833869,-2.940303228,0.0342073114169851
20120531 5:00,1.62170229242924,-1.76870008,2.1466360035408,-2.461846829,0.0164458228573344
20120531 6:00,1.3774479200873,-1.289517181,1.9475854486675,-1.929140897,0.00111009211425598
20120531 7:00,1.53627654044436,-1.525481074,1.91592658527814,-2.03396894,0
20120531 8:00,1.23665362514926,-1.919330032,1.62189944023677,-2.227717269,0
20120531 9:00,0.383028888648548,-2.374329223,1.0818792877103,-2.64988468,0.000731251238141158
20120531 10:00,-0.295947644,-2.487992651,0.519297646331635,-3.081841481,0.0237759615442439
20120531 11:00,-0.62784251,-2.38918493,0.0815319836029624,-3.565192575,0.0284747677742669
20120531 12:00,-0.603163959,-2.427187899,0.10482126241812,-3.952281342,0.0630579821744082
20120531 13:00,-0.494641615,-2.459663164,0.287496543124516,-4.250857714,0.0550700090579596
20120531 14:00,-0.232985701,-2.551906736,0.667402903796781,-4.39688277,0.0314820021620557
20120531 15:00,0.0321505221625236,-2.585072964,1.04912873937648,-4.438895566,0.0637158144994393
20120531 16:00,0.00778836326313326,-2.578163333,1.07169022822866,-4.494776663,0.0794098303382074
20120531 17:00,-0.284873935,-2.484883317,0.659033319222584,-4.674248799,0.119067752899274
20120531 18:00,-0.494641615,-2.375020186,0.1856059483082,-4.958548978,0.126303915840395
20120531 19:00,-0.468064714,-2.31767025,0.0899015681771598,-5.148218395,0.105441217147166
20120531 20:00,-0.400673288,-2.371565371,0.217628706679042,-5.033600963,0.113429186054599
20120531 21:00,-0.564564175,-2.394367153,0.134660650900042,-4.643656957,0.12094727728534
20120531 22:00,-0.533557791,-2.192260451,0.15103592506695,-4.446237608,0.125364153121234
20120531 23:00,-0.152622215,-2.321470547,0.434874010626688,-4.672209343,0.0178554643054398
20120601 0:00,0.198256151022003,-1.901710474,0.518933751350149,-3.51991665,0.0292265758450871
20120601 1:00,0.286865189800443,-1.723600237,0.437752870165579,-2.555248426,0
20120601 2:00,0.469062837846326,-1.65405889,0.632201421972637,-2.280764581,0
20120601 3:00,0.752522464725013,-1.158418744,0.952367270138172,-1.59629221,0
20120601 4:00,0.956524699453872,-0.412008287,1.20597690258451,-0.627408911,0
20120601 5:00,0.939524513226467,-0.09506833,1.19031661653294,-0.212456842,0
20120601 6:00,0.942850636618786,0.114398636185695,1.33995934991466,-0.026324036,0
20120601 7:00,1.22889724835816,0.717511772365435,1.4169557563349,0.405504073183942,0
20120601 8:00,0.873741183911726,1.076176537,1.15377594907926,0.90880718027174,0
20120601 9:00,0.486432593339544,1.06732582060386,0.896686253065905,1.32773008202924,0
20120601 10:00,-0.159944053,0.680001591289267,0.438622886057333,1.54364413684501,0
20120601 11:00,-0.596035786,0.256853031733391,-0.124277396,1.38878164235645,0.00459308417366902
20120601 12:00,-0.656275577,0.00566125733567935,-0.35222156,1.24136446010293,0.00205279167412079
20120601 13:00,-0.587905262,-0.240894427,-0.34569644,0.882004056225644,0
20120601 14:00,-0.299271666,-0.453311632,-0.146027793,0.272977515400468,0
20120601 15:00,-0.131487219,-0.616417701,0.27201484278641,-0.029302161,0
20120601 16:00,0.197059858207847,-0.605038208,0.860580593558107,0.269006682208454,0
20120601 17:00,0.451323513087295,-0.489978888,1.30385369040686,1.00807801007209,0
20120601 18:00,1.08033040350128,0.814448195371264,1.45958653503085,1.822595169,0
20120601 19:00,0.86708893712709,1.2388611430533,1.26470297527792,2.2142185921464,0
20120601 20:00,0.633890730398992,1.82722308442781,1.08808974925182,2.76566805168737,0
20120601 21:00,0.151972407778643,2.50788535901221,0.697017605908323,3.48984875508096,0
20120601 22:00,-0.375772504,2.60271446847443,0.111496910757765,3.85764717949127,0
20120601 23:00,-0.244205845,1.7968777693999,-0.145592785,3.97826123769871,0
20120602 0:00,0.0592105220595425,1.79603484398245,0.01362012293542,3.27542376271219,0
20120602 1:00,1.16662792828195,1.85316553181768,1.56892457164875,2.67348093091018,0
20120602 2:00,1.87835078537551,2.33934397678021,2.52318824757705,3.23807191193161,0.173855833667612
20120602 3:00,2.13304023794483,3.41296535804125,3.05257235540674,4.56699124933582,0.165210034539656
20120602 4:00,2.35473882878238,3.96883119489091,3.27424865180602,5.62360196499739,0.344798416059003
20120602 5:00,1.11604194029323,4.07989547571102,1.54675694200882,6.13359806342005,0.451085417022778
20120602 6:00,-0.054473834,4.5165305405038,-0.344352987,7.3353512718442,0.305892294202979
20120602 7:00,-0.66854374,4.03035209554127,-1.195695525,6.82269200841672,0.104501453375752
20120602 8:00,-0.745522418,3.28066820000554,-1.457484675,5.9644870856141,0.193778778059712
20120602 9:00,-0.525143461,2.96108617627317,-1.28172704,6.19152190227484,0.161544964670074
20120602 10:00,-0.545377857,2.96326390726964,-1.388870583,6.28073792993625,0.215205331227675
20120602 11:00,-0.661945568,3.12169383726303,-1.623741897,6.25543786239048,0.143971425497494
20120602 12:00,-0.744642661,3.0040963634535,-1.826417368,6.20750089230375,0.19321492148047
20120602 13:00,-0.952705029,3.12550486650686,-2.135708582,6.1109611608791,0.169626913532313
20120602 14:00,-0.920154046,3.03730676114971,-2.170543428,6.06835052080201,0.162390751643446
20120602 15:00,-0.718249972,3.17885927592044,-1.753580871,6.12294540340078,0.227704159082568
20120602 16:00,-0.317081093,3.45488667972335,-0.984047442,6.30404062372841,0.197067939684869
20120602 17:00,-0.122654948,3.77827973269955,-0.579752101,6.62495200680898,0.259186155983355
20120602 18:00,-0.214589483,3.64543814191471,-0.703257466,6.47381739278556,0.227516208643244
20120602 19:00,-0.538339806,3.31932292519293,-1.2516424,5.95849496435326,0.252983733611692
20120602 20:00,-0.519425045,2.78741212930447,-1.363536149,5.22279563177227,0.243962027291563
20120602 21:00,-0.28453011,2.52390667873127,-0.959768609,4.86060519111702,0.131284650360038
20120602 22:00,-0.795668528,2.97905245699407,-1.383592576,4.98510815509226,0.0758387351621609
20120602 23:00,-1.688181307,3.3095231357088,-2.514141688,5.04170041144464,0.121135228776918
20120603 0:00,-1.036721757,3.00082976695879,-1.937255516,4.61892296692978,0.194154678938361
20120603 1:00,-1.696020478,2.56230835974787,-2.441515695,3.64329890076427,0.199417342799879
20120603 2:00,-1.545241872,2.2792392612575,-2.080857204,3.04504515179426,0.252137949795082
20120603 3:00,-1.790955156,1.50960438517771,-2.358525461,2.01832318903717,0.085139435035713
20120603 4:00,-2.437503746,1.14631063435022,-3.256681445,1.56102346927562,0.0920026307821282
20120603 5:00,-2.409581782,1.01782074402164,-3.373022894,1.40885718774376,0.0256554859303102
20120603 6:00,-1.938631321,1.0621725843381,-2.897574174,1.46892282519054,0.0407709567772969
20120603 7:00,-0.9446094,0.725620384289654,-2.279413276,1.38082655693526,0.0509350625639405
20120603 8:00,-1.988890856,1.21153392893325,-2.638520548,1.27911541085869,0.0134327147881363
20120603 9:00,-2.112367986,0.994992590917581,-2.871979055,1.25669090621189,0.0368386407171098
20120603 10:00,-1.709671216,1.02890870410076,-2.887491248,1.62909785838198,0.122732826977871
20120603 11:00,-1.937390345,1.0641292831756,-2.999179039,1.69637137232238,0.0429470926042539
20120603 12:00,-2.200477295,1.0406488971257,-3.173691212,1.54020071496073,0.0149422056634401
20120603 13:00,-2.188067533,1.01195064750917,-3.388535087,1.62108910672241,0.0322338144418916
20120603 14:00,-1.956004988,1.06999937968807,-3.272969248,1.84533415319042,0.0655013610352087
20120603 15:00,-1.383914968,1.11630791884202,-2.81613516,2.2009227268754,0.0790339252505434
20120603 16:00,-0.940886472,0.89454871725971,-2.45159862,2.40915027002427,0.0384362357613011
20120603 17:00,-0.836644473,0.773233389335268,-1.993988922,1.95265142542868,0.00770310588161488
20120603 18:00,-0.96756746,1.45677351656546,-1.83886699,2.68064695128375,0.00177086338449973
20120603 19:00,-0.609545832,1.82919852863457,-1.653496282,3.87875619955568,0.0188892038226428
20120603 20:00,-0.633124379,2.4103380833694,-1.92961332,4.80136439073834,0.0160699177696704
20120603 21:00,-1.251130517,3.02148035361242,-2.808379063,5.65029206665294,0.271027155722233
20120603 22:00,-1.250510029,4.2789854731733,-2.612925429,7.37217367346086,0.524198842930009
20120603 23:00,-1.071188971,4.9025201693871,-2.295701079,8.25313635601375,0.678413667860921
20120604 0:00,-0.859602532,5.68193853965434,-1.845847477,9.4416351022942,0.625505104112871
20120604 1:00,-1.303829129,6.07501743880068,-2.724366088,10.1409738059919,0.633399107797054
20120604 2:00,-1.181390453,6.24010603496975,-2.49749275,10.4365838069048,0.701061925716966
20120604 3:00,-0.907274014,6.34949400722812,-2.100083749,11.0575346996268,0.770228340837947
20120604 4:00,-0.974889402,7.46149320987915,-2.156421424,11.9290745299042,0.789775380142383
20120604 5:00,-2.259581779,7.79234149407164,-3.944761929,12.2595121458671,0.783760898739758
20120604 6:00,-2.935126514,6.68436884254669,-5.194849246,11.1127492112915,0.778686205310388
20120604 7:00,-3.102032968,6.55753248207533,-5.532875293,10.9496540383741,0.774457263077755
20120604 8:00,-2.992386392,6.36291584431504,-5.324273633,10.5775931751563,0.796729614793882
20120604 9:00,-2.955228386,5.95489199687278,-5.191042647,9.84111653495107,0.83770319358698
20120604 10:00,-3.329245038,5.64954520314543,-5.76355523,9.30256268271336,0.840616468012788
