date,风速,预测功率,风向,温度,湿度,气压,实际风速,实际功率（计量口径一）,Target
2021/04/15 19:15:00,8.7,0.059204,191,17.5,60,999,6.2,36222.0,0.035999
2021/04/15 19:30:00,9.0,0.061701,190,17.3,61,999,6.8,50146.0,0.048751
2021/04/15 19:45:00,9.3,0.064198,189,17.0,62,999,7.0,55941.0,0.054159
2021/04/15 20:00:00,9.6,0.066695,188,16.8,63,999,7.0,53710.0,0.054292
2021/04/15 20:15:00,9.7,0.069182,189,16.7,64,999,7.6,62679.0,0.062574
2021/04/15 20:30:00,9.6,0.071659,193,16.6,65,999,7.4,62257.0,0.062235
2021/04/15 20:45:00,9.4,0.074136,195,16.5,66,999,7.3,61287.0,0.062388
2021/04/15 21:00:00,9.4,0.076613,199,16.4,67,999,7.1,54912.0,0.056641
2021/04/15 21:15:00,9.5,0.078534,200,16.4,67,999,6.6,45799.0,0.045272
2021/04/15 21:30:00,9.7,0.079899,202,16.4,68,999,6.6,44935.0,0.045056
2021/04/15 21:45:00,10.0,0.081264,203,16.5,68,999,6.8,50240.0,0.048315
2021/04/15 22:00:00,10.2,0.082629,204,16.5,69,999,6.8,49568.0,0.047565
2021/04/15 22:15:00,10.3,0.082971,207,16.5,69,999,7.0,49256.0,0.049602
2021/04/15 22:30:00,10.3,0.08229,211,16.5,70,999,7.9,68402.0,0.063603
2021/04/15 22:45:00,10.2,0.081608,215,16.5,70,999,8.4,74134.0,0.073117
2021/04/15 23:00:00,10.3,0.080927,220,16.5,71,999,8.9,84244.0,0.081797
2021/04/15 23:15:00,10.2,0.077931,225,16.5,71,999,8.6,82908.0,0.079065
2021/04/15 23:30:00,10.0,0.07262,232,16.5,72,999,8.1,77042.0,0.078675
2021/04/15 23:45:00,9.9,0.067309,238,16.5,73,1000,7.7,64729.0,0.0645
2021/04/16 00:00:00,9.9,0.076892,233,16.6,72,1000,7.4,62442.0,0.062006
2021/04/16 00:15:00,9.7,0.074074,237,16.6,72,1000,7.2,58037.0,0.055538
2021/04/16 00:30:00,9.2,0.070189,241,16.5,73,1000,6.3,43340.0,0.043001
2021/04/16 00:45:00,8.9,0.066304,247,16.4,74,1000,6.1,35574.0,0.035487
2021/04/16 01:00:00,8.6,0.062419,252,16.3,75,1000,5.5,24628.0,0.024356
2021/04/16 01:15:00,8.1,0.0578,259,16.2,76,1000,4.9,19167.0,0.019476
2021/04/16 01:30:00,7.5,0.052446,267,16.0,77,1000,4.9,16584.0,0.015521
2021/04/16 01:45:00,7.0,0.047092,276,15.8,78,1000,5.0,17796.0,0.017367
2021/04/16 02:00:00,6.7,0.041738,285,15.6,79,1000,5.2,18322.0,0.019162
2021/04/16 02:15:00,6.6,0.0387,297,15.4,79,1000,5.2,12666.0,0.011986
2021/04/16 02:30:00,6.5,0.037978,310,15.1,79,1000,4.8,15357.0,0.014304
2021/04/16 02:45:00,6.9,0.037257,323,14.9,79,1000,4.7,14896.0,0.014609
2021/04/16 03:00:00,7.4,0.036535,334,14.6,79,1000,5.1,19204.0,0.018332
2021/04/16 03:15:00,7.8,0.036423,339,14.3,78,1000,6.3,35291.0,0.032572
2021/04/16 03:30:00,7.9,0.036921,340,14.0,75,1000,6.5,44331.0,0.043134
2021/04/16 03:45:00,7.9,0.037419,340,13.7,72,1000,6.2,38115.0,0.039214
2021/04/16 04:00:00,7.9,0.037917,341,13.4,69,1000,6.2,36650.0,0.035627
2021/04/16 04:15:00,7.8,0.038921,341,13.0,67,1000,6.1,32927.0,0.032333
2021/04/16 04:30:00,7.6,0.040431,341,12.6,65,1000,6.3,37551.0,0.038327
2021/04/16 04:45:00,7.3,0.04194,340,12.1,64,1001,5.8,28918.0,0.028801
2021/04/16 05:00:00,7.1,0.04345,340,11.7,62,1001,6.0,34658.0,0.034309
2021/04/16 05:15:00,6.9,0.043776,341,11.3,61,1001,6.1,35990.0,0.036258
2021/04/16 05:30:00,6.7,0.042917,341,11.0,60,1001,5.7,26048.0,0.025924
2021/04/16 05:45:00,6.4,0.042058,342,10.7,60,1002,5.4,26233.0,0.025768
2021/04/16 06:00:00,6.2,0.041199,342,10.4,59,1002,5.5,26810.0,0.027304
2021/04/16 06:15:00,6.0,0.038743,344,10.4,58,1002,5.7,30090.0,0.028683
2021/04/16 06:30:00,5.9,0.034689,344,10.8,55,1002,6.2,38074.0,0.037654
2021/04/16 06:45:00,5.8,0.030634,346,11.1,53,1003,6.1,34175.0,0.033338
2021/04/16 07:00:00,5.7,0.02658,347,11.5,50,1003,5.3,23423.0,0.023185
2021/04/16 07:15:00,5.3,0.022595,348,12.0,47,1003,5.4,24432.0,0.023671
2021/04/16 07:30:00,4.8,0.01868,348,12.7,44,1003,5.0,18617.0,0.018305
2021/04/16 07:45:00,4.4,0.014764,349,13.3,40,1003,4.4,12962.0,0.012474
2021/04/16 08:00:00,3.9,0.010849,350,14.0,37,1003,4.3,12118.0,0.011477
2021/04/16 08:15:00,3.6,0.008248,352,14.6,33,1003,3.8,7435.0,0.007906
2021/04/16 08:30:00,3.6,0.006962,355,15.1,29,1003,3.6,5669.0,0.004993
2021/04/16 08:45:00,3.7,0.005676,357,15.6,26,1004,3.4,3164.0,0.003589
2021/04/16 09:00:00,3.7,0.00439,0,16.1,22,1004,3.6,4527.0,0.004148
2021/04/16 09:15:00,3.6,0.003448,0,16.6,19,1004,3.4,2274.0,0.001966
2021/04/16 09:30:00,3.3,0.002849,0,17.0,18,1004,3.4,2804.0,0.003299
2021/04/16 09:45:00,3.0,0.00225,2,17.3,17,1004,3.0,151.0,0.000158
2021/04/16 10:00:00,2.7,0.001651,2,17.7,16,1004,2.7,548.0,-7e-06
2021/04/16 10:15:00,2.3,0.001253,0,18.1,15,1004,2.8,-15.0,-0.00022
2021/04/16 10:30:00,2.0,0.001056,357,18.4,14,1004,2.2,-101.0,-0.000275
2021/04/16 10:45:00,1.6,0.000858,349,18.7,14,1004,2.2,-85.0,-0.000272
2021/04/16 11:00:00,1.4,0.000661,339,19.0,13,1004,2.3,-130.0,-0.00029
2021/04/16 11:15:00,1.2,0.000562,325,19.2,13,1004,2.2,-95.0,-0.000272
2021/04/16 11:30:00,1.1,0.000562,311,19.4,13,1004,1.6,-112.0,-0.000267
2021/04/16 11:45:00,1.0,0.000562,299,19.7,13,1003,2.2,-92.0,-0.000268
2021/04/16 12:00:00,1.0,0.000562,281,19.9,13,1003,2.1,-127.0,-0.00032
2021/04/16 12:15:00,1.2,0.000673,270,20.1,13,1003,2.2,-171.0,-0.000274
2021/04/16 12:30:00,1.4,0.000896,253,20.3,13,1003,2.6,-130.0,-0.000351
2021/04/16 12:45:00,1.7,0.001118,242,20.4,12,1003,2.8,-187.0,-0.000221
2021/04/16 13:00:00,2.0,0.001341,233,20.6,12,1003,3.1,563.0,0.000116
2021/04/16 13:15:00,2.4,0.001798,228,20.8,12,1003,3.1,1104.0,0.000702
2021/04/16 13:30:00,2.8,0.002491,226,20.9,12,1003,2.9,750.0,0.000406
2021/04/16 13:45:00,3.2,0.003184,226,21.0,13,1002,3.2,1302.0,0.000978
2021/04/16 14:00:00,3.5,0.003877,225,21.1,13,1002,3.8,4321.0,0.004903
2021/04/16 14:15:00,3.8,0.005156,225,21.1,13,1002,4.1,7500.0,0.007239
2021/04/16 14:30:00,4.2,0.007021,224,21.0,13,1002,4.1,7500.0,0.008584
2021/04/16 14:45:00,4.5,0.008887,224,21.0,14,1002,4.2,10650.0,0.011193
2021/04/16 15:00:00,4.8,0.010752,223,20.9,14,1002,4.6,11554.0,0.012989
2021/04/16 15:15:00,5.1,0.012658,223,20.8,14,1002,3.9,8299.0,0.007734
2021/04/16 15:30:00,5.4,0.014603,222,20.7,15,1002,4.3,10384.0,0.010288
2021/04/16 15:45:00,5.7,0.016548,222,20.6,15,1001,4.3,10371.0,0.009046
2021/04/16 16:00:00,6.0,0.018493,221,20.5,16,1001,4.2,9820.0,0.010406
2021/04/16 16:15:00,6.2,0.020433,221,20.3,17,1001,4.0,8483.0,0.008671
2021/04/16 16:30:00,6.4,0.02237,221,20.1,18,1001,4.1,9745.0,0.009677
2021/04/16 16:45:00,6.6,0.024307,221,19.8,19,1001,4.7,14012.0,0.012645
2021/04/16 17:00:00,6.7,0.026244,221,19.6,20,1001,4.5,14263.0,0.014999
2021/04/16 17:15:00,6.9,0.027844,220,19.3,20,1001,4.4,14014.0,0.014491
2021/04/16 17:30:00,7.0,0.029107,219,19.0,21,1001,4.6,14971.0,0.014946
2021/04/16 17:45:00,7.0,0.03037,219,18.6,22,1001,4.1,9677.0,0.010644
2021/04/16 18:00:00,7.1,0.031633,218,18.3,23,1001,3.9,8142.0,0.008021
2021/04/16 18:15:00,7.2,0.034322,219,17.9,23,1001,3.9,7990.0,0.008192
2021/04/16 18:30:00,7.4,0.038437,221,17.6,24,1001,4.2,11370.0,0.011221
2021/04/16 18:45:00,7.6,0.042552,222,17.3,25,1002,4.4,13269.0,0.012604
2021/04/16 19:00:00,7.8,0.046667,224,17.0,26,1002,4.7,16201.0,0.015968
2021/04/16 19:15:00,7.9,0.050681,225,16.7,26,1002,4.3,13378.0,0.013539
2021/04/16 19:30:00,8.1,0.054593,225,16.4,27,1002,4.8,15000.0,0.014373
2021/04/16 19:45:00,8.3,0.058504,226,16.1,28,1002,4.5,13367.0,0.013325
2021/04/16 20:00:00,8.6,0.062416,226,15.8,29,1002,4.8,15925.0,0.015946
2021/04/16 20:15:00,8.7,0.065767,227,15.6,29,1002,4.5,13006.0,0.013166
2021/04/16 20:30:00,8.8,0.068556,229,15.3,30,1002,4.3,12548.0,0.012046
2021/04/16 20:45:00,8.9,0.071346,229,15.0,31,1002,4.6,13756.0,0.013509
2021/04/16 21:00:00,8.9,0.074135,230,14.7,32,1002,5.1,20040.0,0.019306
2021/04/16 21:15:00,9.0,0.076038,230,14.5,32,1002,5.1,20510.0,0.020767
2021/04/16 21:30:00,9.0,0.077054,229,14.3,33,1002,4.3,11323.0,0.010762
2021/04/16 21:45:00,9.0,0.078069,228,14.1,34,1002,3.1,3809.0,0.003392
2021/04/16 22:00:00,9.0,0.079085,227,13.9,35,1002,3.0,1832.0,0.001297
2021/04/16 22:15:00,9.0,0.078979,228,13.7,35,1002,3.4,2375.0,0.001683
2021/04/16 22:30:00,9.1,0.077751,231,13.6,36,1002,2.7,1573.0,0.001283
2021/04/16 22:45:00,9.2,0.076524,234,13.5,36,1002,2.4,405.0,-0.00031
2021/04/16 23:00:00,9.3,0.075296,237,13.4,37,1002,2.0,438.0,-0.000283
2021/04/16 23:15:00,9.3,0.073385,240,13.3,37,1002,2.1,429.0,-0.000273
2021/04/16 23:30:00,9.3,0.070791,245,13.2,37,1002,4.7,12256.0,0.006667
2021/04/16 23:45:00,9.3,0.068198,249,13.1,38,1002,8.3,60102.0,0.058839
2021/04/17 00:00:00,8.1,0.047133,269,14.2,45,1003,8.2,70104.0,0.068067
2021/04/17 00:15:00,7.3,0.0438,281,14.0,44,1003,7.7,74789.0,0.071778
2021/04/17 00:30:00,6.4,0.043318,303,13.8,43,1003,8.0,74255.0,0.070826
2021/04/17 00:45:00,6.5,0.042837,329,13.6,42,1004,6.6,49700.0,0.049642
2021/04/17 01:00:00,7.8,0.042355,350,13.4,41,1004,8.0,67432.0,0.060491
2021/04/17 01:15:00,8.4,0.04202,359,13.1,39,1004,9.2,80213.0,0.080605
2021/04/17 01:30:00,7.9,0.041833,4,12.7,38,1004,11.6,95389.0,0.096702
2021/04/17 01:45:00,7.4,0.041645,10,12.2,37,1004,11.4,92360.0,0.096094
2021/04/17 02:00:00,7.1,0.041458,16,11.8,36,1004,10.8,94066.0,0.094932
2021/04/17 02:15:00,6.8,0.04059,19,11.4,36,1004,8.4,79427.0,0.075162
2021/04/17 02:30:00,6.4,0.039042,17,10.9,37,1004,7.9,69684.0,0.068754
2021/04/17 02:45:00,6.1,0.037493,16,10.4,38,1005,7.3,60418.0,0.06112
2021/04/17 03:00:00,5.8,0.035945,14,9.9,39,1005,6.0,33506.0,0.035706
2021/04/17 03:15:00,5.6,0.034645,11,9.6,41,1005,5.6,26695.0,0.025642
2021/04/17 03:30:00,5.6,0.033594,8,9.3,42,1005,5.1,19144.0,0.019259
2021/04/17 03:45:00,5.5,0.032543,4,9.0,44,1005,4.5,13358.0,0.013585
2021/04/17 04:00:00,5.5,0.031492,1,8.7,45,1005,4.3,11110.0,0.011195
2021/04/17 04:15:00,5.4,0.030417,358,8.4,47,1005,4.6,14462.0,0.013955
2021/04/17 04:30:00,5.2,0.029318,353,8.2,48,1005,3.7,6299.0,0.006923
2021/04/17 04:45:00,5.2,0.028219,349,7.9,49,1006,2.9,921.0,0.001013
2021/04/17 05:00:00,5.1,0.02712,344,7.7,50,1006,2.6,369.0,0.000281
2021/04/17 05:15:00,5.0,0.026727,339,7.6,50,1006,2.0,-166.0,-0.000343
2021/04/17 05:30:00,5.1,0.02704,334,7.6,51,1006,1.5,-98.0,-0.000285
2021/04/17 05:45:00,5.2,0.027353,329,7.6,51,1007,1.2,-98.0,-0.000293
2021/04/17 06:00:00,5.4,0.027666,325,7.6,52,1007,0.6,-97.0,-0.000287
2021/04/17 06:15:00,5.6,0.028307,322,7.9,51,1007,0.2,-90.0,-0.000276
2021/04/17 06:30:00,5.8,0.029277,321,8.5,49,1007,0.6,-112.0,-0.000281
2021/04/17 06:45:00,6.0,0.030248,322,9.1,48,1008,1.3,-77.0,-0.000238
2021/04/17 07:00:00,6.2,0.031218,321,9.7,46,1008,1.3,-114.0,-0.000278
2021/04/17 07:15:00,6.2,0.03111,322,10.3,43,1008,1.7,-81.0,-0.000256
2021/04/17 07:30:00,5.8,0.029924,325,11.0,39,1008,2.0,-89.0,-0.000277
2021/04/17 07:45:00,5.6,0.028739,329,11.7,36,1009,2.2,-84.0,-0.000292
2021/04/17 08:00:00,5.3,0.024035595740000002,333,12.4,32,1009,2.5,-163.0,-0.000278
2021/04/17 08:15:00,5.3,0.02483553191,335,13.0,29,1009,2.5,-258.0,-0.000447
2021/04/17 08:30:00,5.3,0.02746912766,337,13.6,26,1009,2.8,-184.0,-0.000363
2021/04/17 08:45:00,5.4,0.0301027234,338,14.2,23,1009,3.1,350.0,-7.7e-05
2021/04/17 09:00:00,5.4,0.03273631915,340,14.8,20,1009,3.0,467.0,0.000388
2021/04/17 09:15:00,5.7,0.03576334043,339,15.3,18,1009,3.4,154.0,0.000239
2021/04/17 09:30:00,6.0,0.03918204255,339,15.7,17,1009,3.8,4633.0,0.003425
2021/04/17 09:45:00,6.3,0.042601617019999996,338,16.2,15,1010,3.6,5880.0,0.004909
2021/04/17 10:00:00,6.6,0.04602031915,337,16.6,14,1010,3.7,5622.0,0.005195
2021/04/17 10:15:00,6.8,0.048503872340000004,335,16.9,13,1010,3.8,6235.0,0.005416
2021/04/17 10:30:00,7.1,0.0500522766,332,17.2,13,1010,4.2,10634.0,0.011385
2021/04/17 10:45:00,7.3,0.051599808510000005,331,17.4,12,1010,4.2,7890.0,0.009504
2021/04/17 11:00:00,7.6,0.05314821277,328,17.7,12,1010,4.9,17277.0,0.017404
2021/04/17 11:15:00,7.8,0.05428487234,326,17.9,12,1010,4.4,12583.0,0.012088
2021/04/17 11:30:00,7.9,0.05501065957,324,18.0,12,1010,5.4,23622.0,0.020512
2021/04/17 11:45:00,8.0,0.055737319150000006,322,18.2,11,1009,6.3,32705.0,0.028875
2021/04/17 12:00:00,8.2,0.056463106379999996,319,18.3,11,1009,5.7,24700.0,0.024323
2021/04/17 12:15:00,8.2,0.056478808510000006,319,18.5,11,1009,5.8,31967.0,0.028009
2021/04/17 12:30:00,8.1,0.05578355319,318,18.6,11,1009,6.0,32710.0,0.035142
2021/04/17 12:45:00,8.1,0.055088297870000004,317,18.7,10,1009,6.1,31201.0,0.034013
2021/04/17 13:00:00,8.1,0.05439304255,317,18.8,10,1009,7.4,50379.0,0.052276
2021/04/17 13:15:00,8.0,0.05324591489,317,18.9,10,1009,6.6,44870.0,0.04646
2021/04/17 13:30:00,7.8,0.051648659570000005,316,19.0,10,1009,6.7,42005.0,0.043365
2021/04/17 13:45:00,7.6,0.05005140426,316,19.0,10,1008,6.2,32827.0,0.032574
2021/04/17 14:00:00,7.4,0.04845414894,316,19.1,10,1008,6.8,45863.0,0.043542
2021/04/17 14:15:00,7.2,0.04667195745,316,19.1,10,1008,7.4,54610.0,0.055031
2021/04/17 14:30:00,7.1,0.04470570213,316,19.1,10,1008,7.4,57632.0,0.052537
2021/04/17 14:45:00,6.9,0.04273944681,316,19.1,10,1008,6.9,48604.0,0.047777
2021/04/17 15:00:00,6.8,0.04077319149,316,19.1,10,1008,6.9,48162.0,0.048838
2021/04/17 15:15:00,6.6,0.03875721277,317,19.1,10,1008,6.4,35787.0,0.039873
2021/04/17 15:30:00,6.5,0.0366906383,317,19.0,10,1008,7.4,48286.0,0.044644
2021/04/17 15:45:00,6.4,0.034624063829999996,318,18.9,11,1007,6.5,39918.0,0.042987
2021/04/17 16:00:00,6.4,0.03255748936,319,18.8,11,1007,7.4,59835.0,0.061635
2021/04/17 16:15:00,6.3,0.03051534043,319,18.6,11,1007,7.9,66739.0,0.068125
2021/04/17 16:30:00,6.2,0.02849761702,320,18.4,11,1007,6.8,51591.0,0.055143
2021/04/17 16:45:00,6.0,0.02647902128,320,18.3,12,1007,6.8,50977.0,0.048157
2021/04/17 17:00:00,5.9,0.02446129787,320,18.1,12,1007,6.7,51504.0,0.053225
2021/04/17 17:15:00,5.7,0.022455787230000003,321,17.7,13,1007,6.5,46084.0,0.047425
2021/04/17 17:30:00,5.5,0.020464234039999998,321,17.2,14,1007,6.3,38811.0,0.039284
2021/04/17 17:45:00,5.4,0.01847180851,321,16.7,15,1007,5.8,31872.0,0.032825
2021/04/17 18:00:00,5.3,0.018892,321,16.2,16,1007,5.4,24082.0,0.023223
2021/04/17 18:15:00,5.2,0.017655,320,15.5,18,1007,5.0,19679.0,0.019851
2021/04/17 18:30:00,5.3,0.017464,320,14.8,19,1007,4.5,14750.0,0.014636
2021/04/17 18:45:00,5.5,0.017273,320,14.0,20,1008,4.8,17925.0,0.016127
2021/04/17 19:00:00,5.6,0.017082,320,13.3,21,1008,5.0,22031.0,0.02251
2021/04/17 19:15:00,5.8,0.017273,319,12.8,21,1008,4.8,19243.0,0.018597
2021/04/17 19:30:00,6.0,0.017847,320,12.7,21,1008,5.0,18130.0,0.017868
2021/04/17 19:45:00,6.2,0.018421,320,12.5,21,1009,4.9,18064.0,0.018123
2021/04/17 20:00:00,6.5,0.018995,321,12.4,21,1009,5.2,20771.0,0.02084
2021/04/17 20:15:00,6.5,0.019438,321,12.2,21,1009,5.1,21355.0,0.022052
2021/04/17 20:30:00,6.5,0.019751,321,12.0,21,1009,4.8,16498.0,0.016887
2021/04/17 20:45:00,6.6,0.020064,322,11.7,22,1009,5.1,20245.0,0.019395
2021/04/17 21:00:00,6.6,0.020377,322,11.5,22,1009,5.4,24020.0,0.023299
2021/04/17 21:15:00,6.5,0.020402,321,11.2,23,1009,5.5,25645.0,0.025352
2021/04/17 21:30:00,6.5,0.02014,321,10.9,24,1009,5.1,20741.0,0.020952
2021/04/17 21:45:00,6.3,0.019879,321,10.6,25,1010,5.2,20605.0,0.019429
2021/04/17 22:00:00,6.2,0.019617,320,10.3,26,1010,5.1,23272.0,0.022091
2021/04/17 22:15:00,6.2,0.019442,320,10.0,27,1010,5.3,23495.0,0.022928
2021/04/17 22:30:00,6.1,0.019355,319,9.7,28,1010,5.4,24989.0,0.02443
2021/04/17 22:45:00,6.0,0.019267,318,9.4,29,1010,5.7,27756.0,0.027112
2021/04/17 23:00:00,5.9,0.01918,318,9.1,30,1010,5.5,25219.0,0.025281
2021/04/17 23:15:00,5.9,0.01896,317,8.8,31,1010,5.3,21204.0,0.020792
2021/04/17 23:30:00,5.7,0.018608,317,8.5,32,1010,5.3,21302.0,0.021179
2021/04/17 23:45:00,5.6,0.018256,317,8.2,34,1010,5.0,19105.0,0.019091
2021/04/18 00:00:00,5.5,0.016464,322,7.9,34,1009,4.3,10857.0,0.011167
2021/04/18 00:15:00,5.4,0.01605,324,7.6,35,1009,3.5,3515.0,0.003771
2021/04/18 00:30:00,5.4,0.015875,326,7.5,36,1009,3.3,2235.0,0.002363
2021/04/18 00:45:00,5.5,0.0157,328,7.4,36,1009,3.6,2996.0,0.002573
2021/04/18 01:00:00,5.5,0.015525,331,7.3,37,1009,4.3,9985.0,0.010011
2021/04/18 01:15:00,5.4,0.015011,332,7.1,38,1009,4.2,11386.0,0.011213
2021/04/18 01:30:00,5.3,0.014159,333,6.8,39,1009,4.2,10506.0,0.011847
2021/04/18 01:45:00,5.1,0.013306,333,6.6,40,1009,3.5,5044.0,0.004904
2021/04/18 02:00:00,4.9,0.012454,333,6.3,41,1009,3.1,2472.0,0.002174
2021/04/18 02:15:00,4.6,0.01147,336,6.1,43,1009,3.6,4104.0,0.003858
2021/04/18 02:30:00,4.4,0.010355,339,5.9,44,1009,3.7,5852.0,0.006086
2021/04/18 02:45:00,4.2,0.009239,343,5.8,45,1008,3.4,4286.0,0.004337
2021/04/18 03:00:00,4.0,0.008124,347,5.6,46,1008,3.1,2178.0,0.0024
2021/04/18 03:15:00,3.7,0.007068,351,5.5,48,1008,3.2,3025.0,0.002703
2021/04/18 03:30:00,3.4,0.006072,353,5.4,49,1008,3.6,5163.0,0.004844
2021/04/18 03:45:00,3.1,0.005076,358,5.3,50,1008,3.9,7899.0,0.007785
2021/04/18 04:00:00,2.8,0.00408,0,5.2,51,1008,4.0,8799.0,0.008261
2021/04/18 04:15:00,2.6,0.00339,2,5.2,51,1008,4.1,9616.0,0.010009
2021/04/18 04:30:00,2.3,0.003007,0,5.4,51,1008,3.8,8872.0,0.009111
2021/04/18 04:45:00,2.0,0.002624,357,5.6,50,1008,4.1,11117.0,0.011261
2021/04/18 05:00:00,1.7,0.002241,353,5.8,50,1008,4.3,11551.0,0.011058
2021/04/18 05:15:00,1.5,0.001969,349,5.8,51,1008,4.4,12274.0,0.011604
2021/04/18 05:30:00,1.5,0.001809,340,5.6,53,1008,4.1,9309.0,0.009532
2021/04/18 05:45:00,1.5,0.001649,328,5.5,56,1008,4.3,11053.0,0.010778
2021/04/18 06:00:00,1.6,0.001489,320,5.3,58,1008,4.3,12903.0,0.012196
2021/04/18 06:15:00,1.7,0.001372,315,5.5,58,1008,4.2,10748.0,0.010952
2021/04/18 06:30:00,1.7,0.001297,310,6.0,57,1008,4.2,11164.0,0.010605
2021/04/18 06:45:00,1.8,0.001222,308,6.6,55,1008,4.2,9897.0,0.010189
2021/04/18 07:00:00,1.8,0.001147,304,7.1,54,1008,4.4,11675.0,0.011052
2021/04/18 07:15:00,1.7,0.001025,303,7.9,51,1008,4.4,12252.0,0.01181
2021/04/18 07:30:00,1.5,0.000858,298,8.8,47,1008,4.4,12522.0,0.01285
2021/04/18 07:45:00,1.3,0.000691,293,9.7,44,1008,4.1,9385.0,0.009812
2021/04/18 08:00:00,1.1,0.000390212766,285,10.6,40,1008,3.7,7207.0,0.008383
2021/04/18 08:15:00,1.0,0.00031351063829999996,276,11.6,36,1008,3.3,4189.0,0.004039
2021/04/18 08:30:00,0.9,0.00028595744680000003,270,12.5,33,1008,3.5,4662.0,0.0
2021/04/18 08:45:00,0.9,0.0002584042553,249,13.5,30,1009,3.3,2773.0,0.0
2021/04/18 09:00:00,0.9,0.0002308510638,234,14.4,27,1009,3.2,2905.0,0.0
2021/04/18 09:15:00,1.0,0.0002286170213,225,15.2,24,1009,3.5,3166.0,0.003038
2021/04/18 09:30:00,1.1,0.0002531914894,218,15.8,22,1009,3.3,2521.0,0.002405
2021/04/18 09:45:00,1.3,0.00027702127660000003,212,16.4,21,1008,3.4,3484.0,0.002839
2021/04/18 10:00:00,1.5,0.0003015957447,208,17.0,19,1008,3.3,1603.0,0.001373
2021/04/18 10:15:00,1.7,0.00032244680849999996,205,17.5,18,1008,3.3,944.0,0.000658
2021/04/18 10:30:00,1.7,0.0003410638298,201,18.0,17,1008,3.3,521.0,0.00056
2021/04/18 10:45:00,1.8,0.00035968085109999996,196,18.4,16,1008,3.5,1691.0,0.001363
2021/04/18 11:00:00,1.8,0.0003782978723,193,18.9,15,1008,3.7,3397.0,0.003042
2021/04/18 11:15:00,2.0,0.00039691489360000004,191,19.3,15,1008,3.8,3104.0,0.003287
2021/04/18 11:30:00,2.2,0.0004170212766,193,19.6,15,1008,3.5,2261.0,0.002088
2021/04/18 11:45:00,2.3,0.0004371276596,193,19.9,14,1008,3.9,3897.0,0.002881
2021/04/18 12:00:00,2.4,0.0004572340426,195,20.2,14,1008,4.0,3702.0,0.004994
2021/04/18 12:15:00,2.4,0.00048776595739999997,197,20.5,14,1008,3.8,3842.0,0.003477
2021/04/18 12:30:00,2.4,0.000530212766,199,20.7,14,1008,3.3,1021.0,0.000735
2021/04/18 12:45:00,2.6,0.0005719148936000001,201,21.0,14,1007,3.1,723.0,0.000195
2021/04/18 13:00:00,2.6,0.0006143617021,203,21.2,14,1007,3.2,536.0,0.000972
2021/04/18 13:15:00,2.6,0.000670212766,205,21.4,14,1007,3.1,501.0,5.5e-05
2021/04/18 13:30:00,2.8,0.0007409574468,207,21.5,14,1007,2.8,197.0,0.000449
2021/04/18 13:45:00,2.9,0.0008109574468,211,21.6,14,1006,3.3,-1.0,-4.5e-05
2021/04/18 14:00:00,3.1,0.0008817021277,213,21.7,14,1006,2.8,292.0,-0.000289
2021/04/18 14:15:00,3.2,0.00098,215,21.8,14,1006,2.9,432.0,0.000205
2021/04/18 14:30:00,3.2,0.001106595745,216,21.8,14,1006,3.2,459.0,-0.000251
2021/04/18 14:45:00,3.2,0.00123393617,219,21.9,14,1005,3.1,-98.0,3.7e-05
2021/04/18 15:00:00,3.3,0.001360531915,220,21.9,14,1005,3.3,1465.0,0.001454
2021/04/18 15:15:00,3.3,0.00154,220,21.9,14,1005,3.2,1714.0,0.001255
2021/04/18 15:30:00,3.3,0.001771595745,220,21.8,14,1005,3.5,2013.0,0.00147
2021/04/18 15:45:00,3.4,0.0020039361699999998,220,21.8,15,1004,3.3,1805.0,0.001591
2021/04/18 16:00:00,3.4,0.002235531915,220,21.7,15,1004,3.4,2978.0,0.003153
2021/04/18 16:15:00,3.5,0.002559468085,219,21.6,15,1004,3.6,3171.0,0.001527
2021/04/18 16:30:00,3.6,0.002975,219,21.4,16,1004,3.0,1566.0,0.001612
2021/04/18 16:45:00,3.8,0.003390531915,217,21.2,16,1004,3.2,1340.0,0.001591
2021/04/18 17:00:00,3.9,0.00380606383,218,21.0,17,1004,3.1,743.0,0.000967
2021/04/18 17:15:00,4.2,0.004599148936,215,20.6,18,1004,3.0,1020.0,0.001048
2021/04/18 17:30:00,4.5,0.005769787234,214,20.0,19,1004,2.8,483.0,6.8e-05
2021/04/18 17:45:00,4.9,0.006941170213,212,19.4,21,1004,3.0,85.0,-7.8e-05
2021/04/18 18:00:00,5.2,0.010893,212,18.8,22,1004,3.2,1465.0,0.001054
2021/04/18 18:15:00,5.6,0.013063,210,18.2,23,1004,3.4,3855.0,0.003764
2021/04/18 18:30:00,5.9,0.01583,210,17.6,24,1004,3.9,8536.0,0.007953
2021/04/18 18:45:00,6.2,0.018597,210,17.1,25,1004,4.2,11506.0,0.011008
2021/04/18 19:00:00,6.6,0.021364,210,16.5,26,1004,4.3,11977.0,0.011453
2021/04/18 19:15:00,6.8,0.02409,210,16.1,26,1004,4.4,12658.0,0.013221
2021/04/18 19:30:00,6.9,0.026775,210,15.8,26,1004,4.8,16137.0,0.015143
2021/04/18 19:45:00,6.9,0.02946,210,15.5,27,1004,4.7,14639.0,0.013896
2021/04/18 20:00:00,7.1,0.032145,211,15.2,27,1004,5.0,16068.0,0.015984
